signal_id,extract_kind,unpacker,body_size,body_sha256,call_site,buf_off,bit_len,start_arg,signed,dest,dest_width,first_consumer,window_lo,window_hi,classification,classification_basis
150,bitfield,0x4A7EC,122,17d89bb4d3b714c2ee01abcd8d44748dbe7b30cddf46b9b0d6ac7e746618c2c2,0x4A81C,234,11,0,1,0xFEBE7FD8,2,0x56FC2,0x4A7EC,0x4A81C,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
151,none,0x0,0,none,0x0,231,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22612,0x22614,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
152,none,0x0,0,none,0x0,231,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22614,0x22616,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
153,none,0x0,0,none,0x0,231,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22616,0x22618,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
154,bitfield,0x4A86A,98,f92f69fe409659d7c24e4f718431f336071661da1992bf252d92266ff7345504,0x4A89C,239,16,0,1,0xFEBE7FDE,2,0x56FC2,0x4A86A,0x4A89C,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
155,none,0x0,0,none,0x0,239,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x2261A,0x2261C,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
156,none,0x0,0,none,0x0,239,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x2261C,0x2261E,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
157,none,0x0,0,none,0x0,239,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x2261E,0x22620,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
158,none,0x0,0,none,0x0,239,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22620,0x22622,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
159,bitfield,0x4A86A,98,f92f69fe409659d7c24e4f718431f336071661da1992bf252d92266ff7345504,0x4A8B6,242,1,1,0,0xFEBE7FE0,1,0x492CA,0x4A876,0x4A8B6,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
160,none,0x0,0,none,0x0,239,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22624,0x22626,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
161,none,0x0,0,none,0x0,239,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22626,0x22628,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
162,none,0x0,0,none,0x0,247,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22628,0x2262A,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
163,bitfield,0x4A8D0,72,ab8156cce13c4fc50ac618d51916bb6133a7febbf7aeadc0d67fdb38debc0765,0x4A902,249,16,0,1,0xFEBE7FE4,2,0x56FC2,0x4A8D0,0x4A902,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
164,none,0x0,0,none,0x0,247,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x2262C,0x2262E,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
165,none,0x0,0,none,0x0,247,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x2262E,0x22630,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
166,bitfield,0x4A91C,306,9213e4b9bb952e801749e33447a0d1cdbfc823ce0bfb0a08860dc88ae5ef469a,0x4A94E,255,4,4,0,0xFEBE7FE8,1,0x56FC2,0x4A91C,0x4A94E,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
167,bitfield,0x4A91C,306,9213e4b9bb952e801749e33447a0d1cdbfc823ce0bfb0a08860dc88ae5ef469a,0x4A968,255,4,0,0,0xFEBE7FE9,1,0x56FC2,0x4A928,0x4A968,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
168,bitfield,0x4A91C,306,9213e4b9bb952e801749e33447a0d1cdbfc823ce0bfb0a08860dc88ae5ef469a,0x4A982,256,4,4,0,0xFEBE7FEA,1,0x56FC2,0x4A942,0x4A982,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
169,bitfield,0x4A91C,306,9213e4b9bb952e801749e33447a0d1cdbfc823ce0bfb0a08860dc88ae5ef469a,0x4A99C,256,1,3,0,0xFEBE7FEB,1,0x56FC2,0x4A95C,0x4A99C,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
170,bitfield,0x4A91C,306,9213e4b9bb952e801749e33447a0d1cdbfc823ce0bfb0a08860dc88ae5ef469a,0x4AA04,256,2,1,0,0xFEBE7FEF,1,0x56FC2,0x4A9C4,0x4AA04,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
171,none,0x0,0,none,0x0,255,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x2263A,0x2263C,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
172,bitfield,0x4A91C,306,9213e4b9bb952e801749e33447a0d1cdbfc823ce0bfb0a08860dc88ae5ef469a,0x4A9D0,257,4,4,0,0xFEBE7FED,1,0x56FC2,0x4A990,0x4A9D0,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
173,bitfield,0x4A91C,306,9213e4b9bb952e801749e33447a0d1cdbfc823ce0bfb0a08860dc88ae5ef469a,0x4A9EA,257,4,0,0,0xFEBE7FEE,1,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,0x4A9AA,0x4A9EA,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
174,none,0x0,0,none,0x0,255,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22640,0x22642,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
175,bitfield,0x4A91C,306,9213e4b9bb952e801749e33447a0d1cdbfc823ce0bfb0a08860dc88ae5ef469a,0x4AA1E,258,4,0,0,0xFEBE7FF0,1,0x56FC2,0x4A9DE,0x4AA1E,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
176,bitfield,0x4A91C,306,9213e4b9bb952e801749e33447a0d1cdbfc823ce0bfb0a08860dc88ae5ef469a,0x4A9B6,259,4,4,0,0xFEBE7FEC,1,0x47022,0x4A976,0x4A9B6,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
177,bitfield,0x4A91C,306,9213e4b9bb952e801749e33447a0d1cdbfc823ce0bfb0a08860dc88ae5ef469a,0x4AA38,259,4,0,0,0xFEBE7FF1,1,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,0x4A9F8,0x4AA38,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
178,none,0x0,0,none,0x0,255,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22648,0x2264A,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
179,none,0x0,0,none,0x0,255,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x2264A,0x2264C,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
180,bitfield,0x4AA52,146,e4d1a1ad12e5d682a3a32985a49cf309cbe92ed8baa4922ad776b23d222791cd,0x4AA80,263,1,7,0,0xFEBE7FF7,1,0x56FC2,0x4AA52,0x4AA80,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
181,none,0x0,0,none,0x0,263,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x2264E,0x22650,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
182,none,0x0,0,none,0x0,263,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22650,0x22652,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
183,bitfield,0x4AA52,146,e4d1a1ad12e5d682a3a32985a49cf309cbe92ed8baa4922ad776b23d222791cd,0x4AA9A,263,4,0,0,0xFEBE7FF6,1,0x56FC2,0x4AA5A,0x4AA9A,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
184,none,0x0,0,none,0x0,263,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22654,0x22656,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
185,none,0x0,0,none,0x0,263,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22656,0x22658,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
186,none,0x0,0,none,0x0,263,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22658,0x2265A,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
187,bitfield,0x4AA52,146,e4d1a1ad12e5d682a3a32985a49cf309cbe92ed8baa4922ad776b23d222791cd,0x4AACE,264,4,0,0,0xFEBE7FF9,1,0x56FC2,0x4AA8E,0x4AACE,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
188,none,0x0,0,none,0x0,263,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x2265C,0x2265E,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
189,none,0x0,0,none,0x0,263,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x2265E,0x22660,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
190,bitfield,0x4AA52,146,e4d1a1ad12e5d682a3a32985a49cf309cbe92ed8baa4922ad776b23d222791cd,0x4AAB4,268,2,6,0,0xFEBE7FF8,1,0x56FC2,0x4AA74,0x4AAB4,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
191,bitfield,0x4AAE8,256,2853862449eec053c1b308fccf905c39aaf0e976564de4ee9e0fbdf63e11ba32,0x4AB16,271,1,7,0,0xFEBE7FFE,1,0x56FC2,0x4AAE8,0x4AB16,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
192,bitfield,0x4AAE8,256,2853862449eec053c1b308fccf905c39aaf0e976564de4ee9e0fbdf63e11ba32,0x4AB30,271,1,6,0,0xFEBE7FFF,1,0x56FC2,0x4AAF0,0x4AB30,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
193,bitfield,0x4AAE8,256,2853862449eec053c1b308fccf905c39aaf0e976564de4ee9e0fbdf63e11ba32,0x4AB4A,271,1,5,0,0xFEBE8000,1,0x56FC2,0x4AB0A,0x4AB4A,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
194,bitfield,0x4AAE8,256,2853862449eec053c1b308fccf905c39aaf0e976564de4ee9e0fbdf63e11ba32,0x4AB64,271,1,4,0,0xFEBE8005,1,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,0x4AB24,0x4AB64,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
195,bitfield,0x4AAE8,256,2853862449eec053c1b308fccf905c39aaf0e976564de4ee9e0fbdf63e11ba32,0x4AB80,271,12,0,1,0xFEBE7FFA,2,0x56FC2,0x4AB40,0x4AB80,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
196,bitfield,0x4AAE8,256,2853862449eec053c1b308fccf905c39aaf0e976564de4ee9e0fbdf63e11ba32,0x4AB9A,273,2,6,0,0xFEBE8001,1,0x56FC2,0x4AB5A,0x4AB9A,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
197,bitfield,0x4AAE8,256,2853862449eec053c1b308fccf905c39aaf0e976564de4ee9e0fbdf63e11ba32,0x4ABB4,273,2,4,0,0xFEBE8006,1,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,0x4AB74,0x4ABB4,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
198,bitfield,0x4AAE8,256,2853862449eec053c1b308fccf905c39aaf0e976564de4ee9e0fbdf63e11ba32,0x4ABD0,273,12,0,1,0xFEBE7FFC,2,0x56FC2,0x4AB90,0x4ABD0,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
199,none,0x0,0,none,0x0,271,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22672,0x22674,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
200,none,0x0,0,none,0x0,271,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22674,0x22676,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
201,none,0x0,0,none,0x0,279,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22676,0x22678,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
202,none,0x0,0,none,0x0,279,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22678,0x2267A,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
203,bitfield,0x4ABEC,98,c937400184d585a4acd4207459555c3ecfe2726cd8cebee3019b92fde0b50494,0x4AC1A,282,2,4,0,0xFEBE800C,1,0x56FC2,0x4ABEC,0x4AC1A,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
204,none,0x0,0,none,0x0,279,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x2267C,0x2267E,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
205,bitfield,0x4ABEC,98,c937400184d585a4acd4207459555c3ecfe2726cd8cebee3019b92fde0b50494,0x4AC36,283,32,0,0,0xFEBE8008,4,0x56FC2,0x4ABF6,0x4AC36,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
206,bitfield,0x4AC52,96,22d5ddedd79ec7c33a93c364c6ef19159014faaa14bd56bcf4d13783e7e7c438,0x4AC80,287,1,0,0,0xFEBE800F,1,0x492CA,0x4AC52,0x4AC80,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
207,bitfield,0x4AC52,96,22d5ddedd79ec7c33a93c364c6ef19159014faaa14bd56bcf4d13783e7e7c438,0x4AC9A,288,1,0,0,0xFEBE8010,1,0x492CA,0x4AC5A,0x4AC9A,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
208,none,0x0,0,none,0x0,287,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22684,0x22686,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
209,none,0x0,0,none,0x0,295,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22686,0x22688,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
210,none,0x0,0,none,0x0,295,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22688,0x2268A,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
211,bitfield,0x4ACB6,200,8d441d1ca3277391a306caa1aa2bea926060f71686a96a3dba923f19c7db1ae1,0x4ACE4,297,8,0,0,0xFEBE8013,1,0x56FC2,0x4ACB6,0x4ACE4,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
212,bitfield,0x4ACB6,200,8d441d1ca3277391a306caa1aa2bea926060f71686a96a3dba923f19c7db1ae1,0x4ACFE,298,8,0,0,0xFEBE8014,1,0x56FC2,0x4ACBE,0x4ACFE,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
213,bitfield,0x4ACB6,200,8d441d1ca3277391a306caa1aa2bea926060f71686a96a3dba923f19c7db1ae1,0x4AD18,299,8,0,0,0xFEBE8015,1,0x56FC2,0x4ACD8,0x4AD18,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
214,bitfield,0x4ACB6,200,8d441d1ca3277391a306caa1aa2bea926060f71686a96a3dba923f19c7db1ae1,0x4AD32,300,8,0,0,0xFEBE8016,1,0x56FC2,0x4ACF2,0x4AD32,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
215,bitfield,0x4ACB6,200,8d441d1ca3277391a306caa1aa2bea926060f71686a96a3dba923f19c7db1ae1,0x4AD4C,301,8,0,0,0xFEBE8017,1,0x56FC2,0x4AD0C,0x4AD4C,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
216,bitfield,0x4ACB6,200,8d441d1ca3277391a306caa1aa2bea926060f71686a96a3dba923f19c7db1ae1,0x4AD66,302,8,0,0,0xFEBE8018,1,0x56FC2,0x4AD26,0x4AD66,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
217,none,0x0,0,none,0x0,303,0,0,0,none,0,none as configured COM signal; no PDU unpacker recovered,0x22696,0x22698,configured_no_com_unpacker,PDU has no recovered COM receive-signal/group-byte extraction caller
218,bitfield,0x4AD82,232,cda71f4de44b81754df086dea3c6a47634245c50950b158e06314f264f567223,0x4AE04,311,1,7,0,0xFEBE8020,1,0x56FC2,0x4ADC4,0x4AE04,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
219,bitfield,0x4AD82,232,cda71f4de44b81754df086dea3c6a47634245c50950b158e06314f264f567223,0x4AE1E,311,1,6,0,0xFEBE8021,1,0x56FC2,0x4ADDE,0x4AE1E,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
220,bitfield,0x4AD82,232,cda71f4de44b81754df086dea3c6a47634245c50950b158e06314f264f567223,0x4AE38,311,1,5,0,0xFEBE8022,1,0x4703E,0x4ADF8,0x4AE38,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
221,bitfield,0x4AD82,232,cda71f4de44b81754df086dea3c6a47634245c50950b158e06314f264f567223,0x4ADB2,311,12,0,1,0xFEBE801C,2,0x4703E,0x4AD82,0x4ADB2,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
222,bitfield,0x4AD82,232,cda71f4de44b81754df086dea3c6a47634245c50950b158e06314f264f567223,0x4ADCE,315,4,4,1,0xFEBE8023,1,0x56FC2,0x4AD8E,0x4ADCE,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
223,bitfield,0x4AD82,232,cda71f4de44b81754df086dea3c6a47634245c50950b158e06314f264f567223,0x4ADEA,315,12,0,1,0xFEBE801E,2,0x52D3C,0x4ADAA,0x4ADEA,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
224,bitfield,0x4AD82,232,cda71f4de44b81754df086dea3c6a47634245c50950b158e06314f264f567223,0x4AE52,317,1,3,0,0xFEBE8024,1,0x56FC2,0x4AE12,0x4AE52,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
225,none,0x0,0,none,0x0,311,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x226A6,0x226A8,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
226,none,0x0,0,none,0x0,311,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x226A8,0x226AA,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
227,none,0x0,0,none,0x0,311,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x226AA,0x226AC,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
228,none,0x0,0,none,0x0,343,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x226AC,0x226AE,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
229,bitfield,0x4AE6E,70,9af5fc8c783ce1588bd7c3099ee502d469297a245b8948a9fa57aa72384193e8,0x4AE9C,343,1,4,0,0xFEBE8027,1,0x56FC2,0x4AE6E,0x4AE9C,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
230,bitfield,0x4AEB8,328,d6a5a51410fcc58fdf64594ff2559011935d63c4747b084b5ea70d053d7fe095,0x4AF9A,344,1,7,0,0xFEBE803A,1,0x56FC2,0x4AF5A,0x4AF9A,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
231,bitfield,0x4AEB8,328,d6a5a51410fcc58fdf64594ff2559011935d63c4747b084b5ea70d053d7fe095,0x4AEEA,344,15,0,0,0xFEBE802A,2,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,0x4AEB8,0x4AEEA,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
232,bitfield,0x4AEB8,328,d6a5a51410fcc58fdf64594ff2559011935d63c4747b084b5ea70d053d7fe095,0x4AFB4,346,1,7,0,0xFEBE803B,1,0x56FC2,0x4AF74,0x4AFB4,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
233,bitfield,0x4AEB8,328,d6a5a51410fcc58fdf64594ff2559011935d63c4747b084b5ea70d053d7fe095,0x4AF16,346,15,0,0,0xFEBE802C,2,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,0x4AED6,0x4AF16,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
234,bitfield,0x4AEB8,328,d6a5a51410fcc58fdf64594ff2559011935d63c4747b084b5ea70d053d7fe095,0x4AFCE,348,1,7,0,0xFEBE803C,1,0x56FC2,0x4AF8E,0x4AFCE,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
235,bitfield,0x4AEB8,328,d6a5a51410fcc58fdf64594ff2559011935d63c4747b084b5ea70d053d7fe095,0x4AF42,348,15,0,0,0xFEBE802E,2,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,0x4AF02,0x4AF42,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
236,bitfield,0x4AEB8,328,d6a5a51410fcc58fdf64594ff2559011935d63c4747b084b5ea70d053d7fe095,0x4AFE8,350,1,7,0,0xFEBE803D,1,0x56FC2,0x4AFA8,0x4AFE8,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
237,bitfield,0x4AEB8,328,d6a5a51410fcc58fdf64594ff2559011935d63c4747b084b5ea70d053d7fe095,0x4AF6E,350,15,0,0,0xFEBE8030,2,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,0x4AF2E,0x4AF6E,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
238,bitfield,0x4B004,148,1b0046b6dd8a243f25c9404b11a555779d95a99327e86236d0b12bbc4e57a56f,0x4B04C,352,1,7,0,0xFEBE8043,1,0x56FC2,0x4B00C,0x4B04C,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
239,none,0x0,0,none,0x0,352,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x226C2,0x226C4,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
240,none,0x0,0,none,0x0,352,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x226C4,0x226C6,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
241,none,0x0,0,none,0x0,352,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x226C6,0x226C8,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
242,bitfield,0x4B004,148,1b0046b6dd8a243f25c9404b11a555779d95a99327e86236d0b12bbc4e57a56f,0x4B032,352,1,3,0,0xFEBE8042,1,0x56FC2,0x4B004,0x4B032,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
243,none,0x0,0,none,0x0,352,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x226CA,0x226CC,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
244,none,0x0,0,none,0x0,352,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x226CC,0x226CE,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
245,none,0x0,0,none,0x0,352,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x226CE,0x226D0,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
246,none,0x0,0,none,0x0,352,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x226D0,0x226D2,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
