row_kind,rx_pdu_id,acceptance_index,can_id,can_format,frame_length,com_length,timeout_ticks,com_flags,com_buf_off,com_buf_ram,acceptance_filter_route,rx_callback,unpacker,validity_state_ram,update_counter_ram,pdu_first_consumer,secoc_envelope,signal_id,signal_property,wire_field,endianness,bit_length,start_arg,signed,dest_kind,dest,dest_width,signal_update_state,first_consumer,evidence_status,call_site,notes
signal,26,20,0x131,classic,8,8,15,0x0C,199,0xFEBE4B10,rule[20] hw_label=29 route=2,0x7C640,0x4A5A2,0xFEBE52E6,0xFEBE5346,0x4A5A2,yes,113,0,B1[5:0],big,6,0,0,ram,0xFEBE7FC6,1,shares PDU update counter 0xFEBE5346,0x56FC2,recovered,0x4A61E,extract=bitfield; buf_off=200; evidence_window=0x4A5DE-0x4A61E; body_sha256=0fbc727b3f2c90e2…
signal,26,20,0x131,classic,8,8,15,0x0C,199,0xFEBE4B10,rule[20] hw_label=29 route=2,0x7C640,0x4A5A2,0xFEBE52E6,0xFEBE5346,0x4A5A2,yes,114,0,B2..B3 BE16,big,16,0,1,ram,0xFEBE7FBE,2,shares PDU update counter 0xFEBE5346,0x56FC2,recovered,0x4A63C,extract=bitfield; buf_off=201; evidence_window=0x4A5FC-0x4A63C; body_sha256=0fbc727b3f2c90e2…
signal,26,20,0x131,classic,8,8,15,0x0C,199,0xFEBE4B10,rule[20] hw_label=29 route=2,0x7C640,0x4A5A2,0xFEBE52E6,0xFEBE5346,0x4A5A2,yes,115,0,B4[7:4],big,4,4,0,ram,0xFEBE7FC7,1,shares PDU update counter 0xFEBE5346,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,recovered,0x4A670,extract=bitfield; buf_off=203; evidence_window=0x4A630-0x4A670; body_sha256=0fbc727b3f2c90e2…
signal,26,20,0x131,classic,8,8,15,0x0C,199,0xFEBE4B10,rule[20] hw_label=29 route=2,0x7C640,0x4A5A2,0xFEBE52E6,0xFEBE5346,0x4A5A2,yes,116,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5346,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,27,21,0x2FD,classic,8,8,600,0x0C,207,0xFEBE4B18,rule[21] hw_label=30 route=2,0x7C640,0x4A68A,0xFEBE52E7,0xFEBE5347,0x4A68A,no,117,0,B0..B1 BE16,big,16,0,1,ram,0xFEBE7FC8,2,shares PDU update counter 0xFEBE5347,0x56FC2,recovered,0x4A6BC,extract=bitfield; buf_off=207; evidence_window=0x4A68A-0x4A6BC; body_sha256=afd3c31b63b770e6…
signal,27,21,0x2FD,classic,8,8,600,0x0C,207,0xFEBE4B18,rule[21] hw_label=30 route=2,0x7C640,0x4A68A,0xFEBE52E7,0xFEBE5347,0x4A68A,no,118,0,B2..B3 BE16,big,16,0,1,ram,0xFEBE7FCA,2,shares PDU update counter 0xFEBE5347,0x56FC2,recovered,0x4A6DA,extract=bitfield; buf_off=209; evidence_window=0x4A69A-0x4A6DA; body_sha256=afd3c31b63b770e6…
signal,27,21,0x2FD,classic,8,8,600,0x0C,207,0xFEBE4B18,rule[21] hw_label=30 route=2,0x7C640,0x4A68A,0xFEBE52E7,0xFEBE5347,0x4A68A,no,119,0,B4[7:6],big,2,6,0,ram,0xFEBE7FCC,1,shares PDU update counter 0xFEBE5347,0x56FC2,recovered,0x4A6F4,extract=bitfield; buf_off=211; evidence_window=0x4A6B4-0x4A6F4; body_sha256=afd3c31b63b770e6…
signal,27,21,0x2FD,classic,8,8,600,0x0C,207,0xFEBE4B18,rule[21] hw_label=30 route=2,0x7C640,0x4A68A,0xFEBE52E7,0xFEBE5347,0x4A68A,no,120,0,B4[5:4],big,2,4,0,ram,0xFEBE7FCD,1,shares PDU update counter 0xFEBE5347,0x56FC2,recovered,0x4A70E,extract=bitfield; buf_off=211; evidence_window=0x4A6CE-0x4A70E; body_sha256=afd3c31b63b770e6…
signal,27,21,0x2FD,classic,8,8,600,0x0C,207,0xFEBE4B18,rule[21] hw_label=30 route=2,0x7C640,0x4A68A,0xFEBE52E7,0xFEBE5347,0x4A68A,no,121,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5347,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,28,22,0xD0,classic,8,8,10,0x0C,215,0xFEBE4B20,rule[22] hw_label=31 route=2,0x7C640,0x4A728,0xFEBE52E8,0xFEBE5348,0x4A728,no,122,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5348,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,28,22,0xD0,classic,8,8,10,0x0C,215,0xFEBE4B20,rule[22] hw_label=31 route=2,0x7C640,0x4A728,0xFEBE52E8,0xFEBE5348,0x4A728,no,123,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5348,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,28,22,0xD0,classic,8,8,10,0x0C,215,0xFEBE4B20,rule[22] hw_label=31 route=2,0x7C640,0x4A728,0xFEBE52E8,0xFEBE5348,0x4A728,no,124,0,B2[6],big,1,6,0,ram,0xFEBE7FD1,1,shares PDU update counter 0xFEBE5348,0x56FC2,recovered,0x4A770,extract=bitfield; buf_off=217; evidence_window=0x4A730-0x4A770; body_sha256=741dca51a07502cc…
signal,28,22,0xD0,classic,8,8,10,0x0C,215,0xFEBE4B20,rule[22] hw_label=31 route=2,0x7C640,0x4A728,0xFEBE52E8,0xFEBE5348,0x4A728,no,125,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5348,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,28,22,0xD0,classic,8,8,10,0x0C,215,0xFEBE4B20,rule[22] hw_label=31 route=2,0x7C640,0x4A728,0xFEBE52E8,0xFEBE5348,0x4A728,no,126,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5348,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,28,22,0xD0,classic,8,8,10,0x0C,215,0xFEBE4B20,rule[22] hw_label=31 route=2,0x7C640,0x4A728,0xFEBE52E8,0xFEBE5348,0x4A728,no,127,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5348,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,28,22,0xD0,classic,8,8,10,0x0C,215,0xFEBE4B20,rule[22] hw_label=31 route=2,0x7C640,0x4A728,0xFEBE52E8,0xFEBE5348,0x4A728,no,128,0,B2[2:0],big,3,0,0,ram,0xFEBE7FD0,1,shares PDU update counter 0xFEBE5348,0x52D3C,recovered,0x4A756,extract=bitfield; buf_off=217; evidence_window=0x4A728-0x4A756; body_sha256=741dca51a07502cc…
signal,28,22,0xD0,classic,8,8,10,0x0C,215,0xFEBE4B20,rule[22] hw_label=31 route=2,0x7C640,0x4A728,0xFEBE52E8,0xFEBE5348,0x4A728,no,129,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5348,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,28,22,0xD0,classic,8,8,10,0x0C,215,0xFEBE4B20,rule[22] hw_label=31 route=2,0x7C640,0x4A728,0xFEBE52E8,0xFEBE5348,0x4A728,no,130,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5348,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,28,22,0xD0,classic,8,8,10,0x0C,215,0xFEBE4B20,rule[22] hw_label=31 route=2,0x7C640,0x4A728,0xFEBE52E8,0xFEBE5348,0x4A728,no,131,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5348,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,28,22,0xD0,classic,8,8,10,0x0C,215,0xFEBE4B20,rule[22] hw_label=31 route=2,0x7C640,0x4A728,0xFEBE52E8,0xFEBE5348,0x4A728,no,132,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5348,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,29,23,0x3BF,classic,8,8,600,0x0C,223,0xFEBE4B28,rule[23] hw_label=32 route=2,0x7C640,0x4A78A,0xFEBE52E9,0xFEBE5349,0x4A78A,no,133,3,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5349,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,29,23,0x3BF,classic,8,8,600,0x0C,223,0xFEBE4B28,rule[23] hw_label=32 route=2,0x7C640,0x4A78A,0xFEBE52E9,0xFEBE5349,0x4A78A,no,134,3,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5349,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,29,23,0x3BF,classic,8,8,600,0x0C,223,0xFEBE4B28,rule[23] hw_label=32 route=2,0x7C640,0x4A78A,0xFEBE52E9,0xFEBE5349,0x4A78A,no,135,3,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5349,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,29,23,0x3BF,classic,8,8,600,0x0C,223,0xFEBE4B28,rule[23] hw_label=32 route=2,0x7C640,0x4A78A,0xFEBE52E9,0xFEBE5349,0x4A78A,no,136,3,B0[4],big,1,4,0,ram,0xFEBE7FD7,1,shares PDU update counter 0xFEBE5349,0x56FC2,recovered,0x4A7D2,extract=bitfield; buf_off=223; evidence_window=0x4A792-0x4A7D2; body_sha256=9f4687951983991a…
signal,29,23,0x3BF,classic,8,8,600,0x0C,223,0xFEBE4B28,rule[23] hw_label=32 route=2,0x7C640,0x4A78A,0xFEBE52E9,0xFEBE5349,0x4A78A,no,137,3,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5349,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,29,23,0x3BF,classic,8,8,600,0x0C,223,0xFEBE4B28,rule[23] hw_label=32 route=2,0x7C640,0x4A78A,0xFEBE52E9,0xFEBE5349,0x4A78A,no,138,3,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5349,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,29,23,0x3BF,classic,8,8,600,0x0C,223,0xFEBE4B28,rule[23] hw_label=32 route=2,0x7C640,0x4A78A,0xFEBE52E9,0xFEBE5349,0x4A78A,no,139,3,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5349,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,29,23,0x3BF,classic,8,8,600,0x0C,223,0xFEBE4B28,rule[23] hw_label=32 route=2,0x7C640,0x4A78A,0xFEBE52E9,0xFEBE5349,0x4A78A,no,140,3,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5349,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,29,23,0x3BF,classic,8,8,600,0x0C,223,0xFEBE4B28,rule[23] hw_label=32 route=2,0x7C640,0x4A78A,0xFEBE52E9,0xFEBE5349,0x4A78A,no,141,3,B2[0],big,1,0,0,ram,0xFEBE7FD6,1,shares PDU update counter 0xFEBE5349,0x492CA,recovered,0x4A7B8,extract=bitfield; buf_off=225; evidence_window=0x4A78A-0x4A7B8; body_sha256=9f4687951983991a…
signal,29,23,0x3BF,classic,8,8,600,0x0C,223,0xFEBE4B28,rule[23] hw_label=32 route=2,0x7C640,0x4A78A,0xFEBE52E9,0xFEBE5349,0x4A78A,no,142,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5349,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,29,23,0x3BF,classic,8,8,600,0x0C,223,0xFEBE4B28,rule[23] hw_label=32 route=2,0x7C640,0x4A78A,0xFEBE52E9,0xFEBE5349,0x4A78A,no,143,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5349,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,30,24,0x127,classic,8,8,10,0x0C,231,0xFEBE4B30,rule[24] hw_label=33 route=2,0x7C640,0x4A7EC,0xFEBE52EA,0xFEBE534A,0x4A7EC,no,144,0,B0[7:2],big,6,2,0,ram,0xFEBE7FDC,1,shares PDU update counter 0xFEBE534A,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,recovered,0x4A836,extract=bitfield; buf_off=231; evidence_window=0x4A7F6-0x4A836; body_sha256=17d89bb4d3b714c2…
signal,30,24,0x127,classic,8,8,10,0x0C,231,0xFEBE4B30,rule[24] hw_label=33 route=2,0x7C640,0x4A7EC,0xFEBE52EA,0xFEBE534A,0x4A7EC,no,145,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE534A,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,30,24,0x127,classic,8,8,10,0x0C,231,0xFEBE4B30,rule[24] hw_label=33 route=2,0x7C640,0x4A7EC,0xFEBE52EA,0xFEBE534A,0x4A7EC,no,146,0,B1[3],big,1,3,0,ram,0xFEBE7FDD,1,shares PDU update counter 0xFEBE534A,0x56FC2,recovered,0x4A850,extract=bitfield; buf_off=232; evidence_window=0x4A810-0x4A850; body_sha256=17d89bb4d3b714c2…
signal,30,24,0x127,classic,8,8,10,0x0C,231,0xFEBE4B30,rule[24] hw_label=33 route=2,0x7C640,0x4A7EC,0xFEBE52EA,0xFEBE534A,0x4A7EC,no,147,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE534A,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,30,24,0x127,classic,8,8,10,0x0C,231,0xFEBE4B30,rule[24] hw_label=33 route=2,0x7C640,0x4A7EC,0xFEBE52EA,0xFEBE534A,0x4A7EC,no,148,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE534A,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,30,24,0x127,classic,8,8,10,0x0C,231,0xFEBE4B30,rule[24] hw_label=33 route=2,0x7C640,0x4A7EC,0xFEBE52EA,0xFEBE534A,0x4A7EC,no,149,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE534A,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,30,24,0x127,classic,8,8,10,0x0C,231,0xFEBE4B30,rule[24] hw_label=33 route=2,0x7C640,0x4A7EC,0xFEBE52EA,0xFEBE534A,0x4A7EC,no,150,0,B3/start0/len11,big,11,0,1,ram,0xFEBE7FD8,2,shares PDU update counter 0xFEBE534A,0x56FC2,recovered,0x4A81C,extract=bitfield; buf_off=234; evidence_window=0x4A7EC-0x4A81C; body_sha256=17d89bb4d3b714c2…
signal,30,24,0x127,classic,8,8,10,0x0C,231,0xFEBE4B30,rule[24] hw_label=33 route=2,0x7C640,0x4A7EC,0xFEBE52EA,0xFEBE534A,0x4A7EC,no,151,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE534A,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,30,24,0x127,classic,8,8,10,0x0C,231,0xFEBE4B30,rule[24] hw_label=33 route=2,0x7C640,0x4A7EC,0xFEBE52EA,0xFEBE534A,0x4A7EC,no,152,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE534A,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,30,24,0x127,classic,8,8,10,0x0C,231,0xFEBE4B30,rule[24] hw_label=33 route=2,0x7C640,0x4A7EC,0xFEBE52EA,0xFEBE534A,0x4A7EC,no,153,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE534A,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,31,25,0x115,classic,8,8,15,0x0C,239,0xFEBE4B38,rule[25] hw_label=34 route=2,0x7C640,0x4A86A,0xFEBE52EB,0xFEBE534B,0x4A86A,no,154,0,B0..B1 BE16,big,16,0,1,ram,0xFEBE7FDE,2,shares PDU update counter 0xFEBE534B,0x56FC2,recovered,0x4A89C,extract=bitfield; buf_off=239; evidence_window=0x4A86A-0x4A89C; body_sha256=f92f69fe409659d7…
signal,31,25,0x115,classic,8,8,15,0x0C,239,0xFEBE4B38,rule[25] hw_label=34 route=2,0x7C640,0x4A86A,0xFEBE52EB,0xFEBE534B,0x4A86A,no,155,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE534B,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,31,25,0x115,classic,8,8,15,0x0C,239,0xFEBE4B38,rule[25] hw_label=34 route=2,0x7C640,0x4A86A,0xFEBE52EB,0xFEBE534B,0x4A86A,no,156,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE534B,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,31,25,0x115,classic,8,8,15,0x0C,239,0xFEBE4B38,rule[25] hw_label=34 route=2,0x7C640,0x4A86A,0xFEBE52EB,0xFEBE534B,0x4A86A,no,157,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE534B,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,31,25,0x115,classic,8,8,15,0x0C,239,0xFEBE4B38,rule[25] hw_label=34 route=2,0x7C640,0x4A86A,0xFEBE52EB,0xFEBE534B,0x4A86A,no,158,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE534B,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,31,25,0x115,classic,8,8,15,0x0C,239,0xFEBE4B38,rule[25] hw_label=34 route=2,0x7C640,0x4A86A,0xFEBE52EB,0xFEBE534B,0x4A86A,no,159,0,B3[1],big,1,1,0,ram,0xFEBE7FE0,1,shares PDU update counter 0xFEBE534B,0x492CA,recovered,0x4A8B6,extract=bitfield; buf_off=242; evidence_window=0x4A876-0x4A8B6; body_sha256=f92f69fe409659d7…
signal,31,25,0x115,classic,8,8,15,0x0C,239,0xFEBE4B38,rule[25] hw_label=34 route=2,0x7C640,0x4A86A,0xFEBE52EB,0xFEBE534B,0x4A86A,no,160,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE534B,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,31,25,0x115,classic,8,8,15,0x0C,239,0xFEBE4B38,rule[25] hw_label=34 route=2,0x7C640,0x4A86A,0xFEBE52EB,0xFEBE534B,0x4A86A,no,161,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE534B,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,32,26,0x1C5,classic,8,8,20,0x0C,247,0xFEBE4B40,rule[26] hw_label=35 route=2,0x7C640,0x4A8D0,0xFEBE52EC,0xFEBE534C,0x4A8D0,no,162,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE534C,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,32,26,0x1C5,classic,8,8,20,0x0C,247,0xFEBE4B40,rule[26] hw_label=35 route=2,0x7C640,0x4A8D0,0xFEBE52EC,0xFEBE534C,0x4A8D0,no,163,0,B2..B3 BE16,big,16,0,1,ram,0xFEBE7FE4,2,shares PDU update counter 0xFEBE534C,0x56FC2,recovered,0x4A902,extract=bitfield; buf_off=249; evidence_window=0x4A8D0-0x4A902; body_sha256=ab8156cce13c4fc5…
signal,32,26,0x1C5,classic,8,8,20,0x0C,247,0xFEBE4B40,rule[26] hw_label=35 route=2,0x7C640,0x4A8D0,0xFEBE52EC,0xFEBE534C,0x4A8D0,no,164,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE534C,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,32,26,0x1C5,classic,8,8,20,0x0C,247,0xFEBE4B40,rule[26] hw_label=35 route=2,0x7C640,0x4A8D0,0xFEBE52EC,0xFEBE534C,0x4A8D0,no,165,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE534C,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,33,27,0x294,classic,8,8,150,0x0C,255,0xFEBE4B48,rule[27] hw_label=36 route=2,0x7C640,0x4A91C,0xFEBE52ED,0xFEBE534D,0x4A91C,no,166,0,B0[7:4],big,4,4,0,ram,0xFEBE7FE8,1,shares PDU update counter 0xFEBE534D,0x56FC2,recovered,0x4A94E,extract=bitfield; buf_off=255; evidence_window=0x4A91C-0x4A94E; body_sha256=9213e4b9bb952e80…
signal,33,27,0x294,classic,8,8,150,0x0C,255,0xFEBE4B48,rule[27] hw_label=36 route=2,0x7C640,0x4A91C,0xFEBE52ED,0xFEBE534D,0x4A91C,no,167,0,B0[3:0],big,4,0,0,ram,0xFEBE7FE9,1,shares PDU update counter 0xFEBE534D,0x56FC2,recovered,0x4A968,extract=bitfield; buf_off=255; evidence_window=0x4A928-0x4A968; body_sha256=9213e4b9bb952e80…
signal,33,27,0x294,classic,8,8,150,0x0C,255,0xFEBE4B48,rule[27] hw_label=36 route=2,0x7C640,0x4A91C,0xFEBE52ED,0xFEBE534D,0x4A91C,no,168,0,B1[7:4],big,4,4,0,ram,0xFEBE7FEA,1,shares PDU update counter 0xFEBE534D,0x56FC2,recovered,0x4A982,extract=bitfield; buf_off=256; evidence_window=0x4A942-0x4A982; body_sha256=9213e4b9bb952e80…
