entry_addr,body_bytes,name,name_source,is_thunk,calling_convention,caller_count,callee_count,root_kind,ram_ref_count,mmio_ref_count,codeflash_data_ref_count,string_ref_count,subsystem,evidence_grade
0x00038456,2,FUN_00038456,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00038458,12,FUN_00038458,DEFAULT,false,__stdcall,1,0,,3,0,0,0,application,recovered
0x00038464,226,FUN_00038464,DEFAULT,false,__stdcall,2,0,,7,0,0,0,application,recovered
0x00038546,2,FUN_00038546,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00038548,12,FUN_00038548,DEFAULT,false,__stdcall,1,0,,3,0,0,0,application,recovered
0x00038554,226,FUN_00038554,DEFAULT,false,__stdcall,2,0,,7,0,0,0,application,recovered
0x00038636,2,FUN_00038636,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00038638,2,FUN_00038638,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003863a,144,FUN_0003863a,DEFAULT,false,__stdcall,1,0,,12,0,4,0,application,recovered
0x000386ca,144,FUN_000386ca,DEFAULT,false,__stdcall,1,0,,12,0,4,0,application,recovered
0x0003875a,54,FUN_0003875a,DEFAULT,false,__stdcall,2,4,,1,0,1,0,application,recovered
0x00038790,2,FUN_00038790,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00038792,2,FUN_00038792,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00038794,26,FUN_00038794,DEFAULT,false,__stdcall,1,1,,2,0,0,0,application,recovered
0x000387ae,102,FUN_000387ae,DEFAULT,false,__stdcall,1,0,,6,0,2,0,application,recovered
0x00038814,30,FUN_00038814,DEFAULT,false,__stdcall,2,2,,2,0,0,0,application,recovered
0x00038832,2,FUN_00038832,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00038834,20,FUN_00038834,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x00038848,102,FUN_00038848,DEFAULT,false,__stdcall,1,0,,7,0,1,0,application,recovered
0x000388ae,42,FUN_000388ae,DEFAULT,false,__stdcall,1,1,,0,0,0,0,application,recovered
0x000388d8,232,FUN_000388d8,DEFAULT,false,__stdcall,1,3,,8,0,15,0,application,recovered
0x000389c0,340,FUN_000389c0,DEFAULT,false,__stdcall,1,4,,16,0,16,0,application,recovered
0x00038b14,56,FUN_00038b14,DEFAULT,false,__stdcall,2,2,,4,0,0,0,application,recovered
0x00038b6a,2,FUN_00038b6a,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00038b6c,18,FUN_00038b6c,DEFAULT,false,__stdcall,1,0,,2,0,2,0,application,recovered
0x00038b7e,56,FUN_00038b7e,DEFAULT,false,__stdcall,2,1,,3,0,2,0,application,recovered
0x00038bb6,2,FUN_00038bb6,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00038bb8,18,FUN_00038bb8,DEFAULT,false,__stdcall,1,0,,4,0,0,0,application,recovered
0x00038bca,48,FUN_00038bca,DEFAULT,false,__stdcall,2,1,,1,0,0,0,application,recovered
0x00038bfa,26,FUN_00038bfa,DEFAULT,false,__stdcall,7,0,,0,0,0,0,application,recovered
0x00038c14,96,FUN_00038c14,DEFAULT,false,__stdcall,10,2,,0,0,0,0,application,recovered
0x00038c74,120,FUN_00038c74,DEFAULT,false,__stdcall,10,0,,0,0,0,0,application,recovered
0x00038cec,222,checkpoint_multi_channel_u16_state_persist,USER_DEFINED,false,__stdcall,1,1,,31,0,1,0,application,annotated
0x00038e56,218,FUN_00038e56,DEFAULT,false,__stdcall,1,1,,2,0,21,0,application,recovered
0x00038f30,2,FUN_00038f30,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00038f32,2,FUN_00038f32,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00038f34,14,FUN_00038f34,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00038f42,126,FUN_00038f42,DEFAULT,false,__stdcall,1,2,,11,0,1,0,application,recovered
0x00038fc0,100,FUN_00038fc0,DEFAULT,false,__stdcall,1,1,,6,0,6,0,application,recovered
0x00039024,16,FUN_00039024,DEFAULT,false,__stdcall,2,2,,0,0,0,0,application,recovered
0x00039034,2,FUN_00039034,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00039036,68,FUN_00039036,DEFAULT,false,__stdcall,1,1,,2,0,2,0,application,recovered
0x0003907a,90,FUN_0003907a,DEFAULT,false,__stdcall,2,2,,7,0,3,0,application,recovered
0x000390e6,14,FUN_000390e6,DEFAULT,false,__stdcall,2,0,,4,0,0,0,application,recovered
0x000390f4,2,FUN_000390f4,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x000390f6,20,FUN_000390f6,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003910a,102,FUN_0003910a,DEFAULT,false,__stdcall,1,0,,7,0,1,0,application,recovered
0x00039170,80,FUN_00039170,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x000391c0,54,FUN_000391c0,DEFAULT,false,__stdcall,1,1,,3,0,3,0,application,recovered
0x000391f6,120,FUN_000391f6,DEFAULT,false,__stdcall,1,3,,1,0,4,0,application,recovered
0x0003926e,214,FUN_0003926e,DEFAULT,false,__stdcall,1,4,,10,0,11,0,application,recovered
0x00039344,56,FUN_00039344,DEFAULT,false,__stdcall,2,2,,4,0,0,0,application,recovered
0x0003938a,2,FUN_0003938a,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003938c,18,FUN_0003938c,DEFAULT,false,__stdcall,1,0,,2,0,2,0,application,recovered
0x0003939e,56,FUN_0003939e,DEFAULT,false,__stdcall,2,1,,3,0,2,0,application,recovered
0x000393d6,2,FUN_000393d6,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x000393d8,20,FUN_000393d8,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x000393ec,102,FUN_000393ec,DEFAULT,false,__stdcall,1,0,,7,0,1,0,application,recovered
0x00039452,174,FUN_00039452,DEFAULT,false,__stdcall,1,4,,3,0,6,0,application,recovered
0x00039500,128,FUN_00039500,DEFAULT,false,__stdcall,2,5,,6,0,3,0,application,recovered
0x00039580,2,FUN_00039580,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00039582,262,FUN_00039582,DEFAULT,false,__stdcall,1,5,,11,0,11,0,application,recovered
0x00039688,80,FUN_00039688,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x000396d8,62,FUN_000396d8,DEFAULT,false,__stdcall,1,1,,3,0,5,0,application,recovered
0x00039716,190,FUN_00039716,DEFAULT,false,__stdcall,1,0,,2,0,4,0,application,recovered
0x000397e2,2,FUN_000397e2,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x000397e4,262,FUN_000397e4,DEFAULT,false,__stdcall,1,5,,11,0,11,0,application,recovered
0x000398ea,80,FUN_000398ea,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003993a,62,FUN_0003993a,DEFAULT,false,__stdcall,1,1,,3,0,5,0,application,recovered
0x00039978,190,FUN_00039978,DEFAULT,false,__stdcall,1,0,,2,0,4,0,application,recovered
0x00039a44,2,FUN_00039a44,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00039a46,18,FUN_00039a46,DEFAULT,false,__stdcall,1,0,,2,0,2,0,application,recovered
0x00039a58,56,FUN_00039a58,DEFAULT,false,__stdcall,2,1,,3,0,2,0,application,recovered
0x00039a90,2,FUN_00039a90,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00039a92,26,FUN_00039a92,DEFAULT,false,__stdcall,1,0,,6,0,2,0,application,recovered
0x00039aac,22,FUN_00039aac,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00039ac2,118,FUN_00039ac2,DEFAULT,false,__stdcall,1,1,,8,0,2,0,application,recovered
0x00039b38,74,FUN_00039b38,DEFAULT,false,__stdcall,1,0,,4,0,1,0,application,recovered
0x00039b8a,30,FUN_00039b8a,DEFAULT,false,__stdcall,1,0,,1,0,0,0,application,recovered
0x00039ba8,56,FUN_00039ba8,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00039be0,154,FUN_00039be0,DEFAULT,false,__stdcall,1,3,,5,0,5,0,application,recovered
0x00039c7a,184,FUN_00039c7a,DEFAULT,false,__stdcall,2,5,,13,0,2,0,application,recovered
0x00039d32,2,FUN_00039d32,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00039d34,20,FUN_00039d34,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x00039d48,102,FUN_00039d48,DEFAULT,false,__stdcall,1,0,,7,0,1,0,application,recovered
0x00039dae,156,FUN_00039dae,DEFAULT,false,__stdcall,1,6,,1,0,4,0,application,recovered
0x00039e4a,86,FUN_00039e4a,DEFAULT,false,__stdcall,2,3,,4,0,3,0,application,recovered
0x00039ea0,80,FUN_00039ea0,DEFAULT,false,__stdcall,4,0,,0,0,0,0,application,recovered
0x00039ef0,2,FUN_00039ef0,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00039ef2,240,FUN_00039ef2,DEFAULT,false,__stdcall,1,5,,9,0,9,0,application,recovered
0x00039fe2,34,FUN_00039fe2,DEFAULT,false,__stdcall,1,1,,2,0,2,0,application,recovered
0x0003a004,26,FUN_0003a004,DEFAULT,false,__stdcall,1,1,,1,0,1,0,application,recovered
0x0003a032,2,FUN_0003a032,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003a034,240,FUN_0003a034,DEFAULT,false,__stdcall,1,5,,9,0,9,0,application,recovered
0x0003a124,34,FUN_0003a124,DEFAULT,false,__stdcall,1,1,,2,0,2,0,application,recovered
0x0003a146,26,FUN_0003a146,DEFAULT,false,__stdcall,1,1,,1,0,1,0,application,recovered
0x0003a174,2,FUN_0003a174,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003a176,18,FUN_0003a176,DEFAULT,false,__stdcall,1,0,,2,0,2,0,application,recovered
0x0003a188,56,FUN_0003a188,DEFAULT,false,__stdcall,2,1,,3,0,2,0,application,recovered
0x0003a1c0,2,FUN_0003a1c0,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003a1c2,2,FUN_0003a1c2,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003a1c4,398,FUN_0003a1c4,DEFAULT,false,__stdcall,1,1,,20,0,13,0,application,recovered
0x0003a352,332,FUN_0003a352,DEFAULT,false,__stdcall,1,1,,33,0,5,0,application,recovered
0x0003a49e,50,FUN_0003a49e,DEFAULT,false,__stdcall,2,2,,2,0,0,0,application,recovered
0x0003a4d0,2,FUN_0003a4d0,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003a4d2,20,FUN_0003a4d2,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003a4e6,102,FUN_0003a4e6,DEFAULT,false,__stdcall,1,0,,7,0,1,0,application,recovered
0x0003a54c,158,FUN_0003a54c,DEFAULT,false,__stdcall,1,4,,1,0,6,0,application,recovered
0x0003a5ea,86,FUN_0003a5ea,DEFAULT,false,__stdcall,2,3,,4,0,3,0,application,recovered
0x0003a640,80,FUN_0003a640,DEFAULT,false,__stdcall,2,0,,0,0,0,0,application,recovered
0x0003a690,2,FUN_0003a690,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003a692,210,FUN_0003a692,DEFAULT,false,__stdcall,1,4,,8,0,8,0,application,recovered
0x0003a764,54,FUN_0003a764,DEFAULT,false,__stdcall,1,1,,3,0,3,0,application,recovered
0x0003a7a8,2,FUN_0003a7a8,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003a7aa,210,FUN_0003a7aa,DEFAULT,false,__stdcall,1,4,,8,0,8,0,application,recovered
0x0003a87c,54,FUN_0003a87c,DEFAULT,false,__stdcall,1,1,,3,0,3,0,application,recovered
0x0003a8c0,2,FUN_0003a8c0,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003a8c2,18,FUN_0003a8c2,DEFAULT,false,__stdcall,1,0,,2,0,2,0,application,recovered
0x0003a8d4,56,FUN_0003a8d4,DEFAULT,false,__stdcall,2,1,,3,0,2,0,application,recovered
0x0003a90c,2,FUN_0003a90c,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003a90e,56,FUN_0003a90e,DEFAULT,false,__stdcall,1,0,,7,0,1,0,application,recovered
0x0003a946,142,FUN_0003a946,DEFAULT,false,__stdcall,1,0,,7,0,4,0,application,recovered
0x0003a9d4,142,FUN_0003a9d4,DEFAULT,false,__stdcall,1,0,,7,0,4,0,application,recovered
0x0003aa62,110,FUN_0003aa62,DEFAULT,false,__stdcall,1,0,,7,0,0,0,application,recovered
0x0003aad0,162,FUN_0003aad0,DEFAULT,false,__stdcall,1,1,,5,0,2,0,application,recovered
0x0003ab72,24,FUN_0003ab72,DEFAULT,false,__stdcall,2,4,,0,0,0,0,application,recovered
0x0003ab8a,16,FUN_0003ab8a,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003ab9a,16,FUN_0003ab9a,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003abaa,48,FUN_0003abaa,DEFAULT,false,__stdcall,2,2,,1,0,3,0,application,recovered
0x0003ac32,16,FUN_0003ac32,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003ac42,16,FUN_0003ac42,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003ac52,48,FUN_0003ac52,DEFAULT,false,__stdcall,2,2,,1,0,3,0,application,recovered
0x0003acda,2,FUN_0003acda,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003acdc,88,FUN_0003acdc,DEFAULT,false,__stdcall,1,1,,11,0,0,0,application,recovered
0x0003ad34,78,FUN_0003ad34,DEFAULT,false,__stdcall,1,0,,5,0,1,0,application,recovered
0x0003ad82,42,FUN_0003ad82,DEFAULT,false,__stdcall,1,1,,0,0,0,0,application,recovered
0x0003adac,58,FUN_0003adac,DEFAULT,false,__stdcall,1,1,,5,0,2,0,application,recovered
0x0003ade6,120,FUN_0003ade6,DEFAULT,false,__stdcall,1,3,,1,0,4,0,application,recovered
0x0003ae5e,234,FUN_0003ae5e,DEFAULT,false,__stdcall,1,4,,11,0,10,0,application,recovered
0x0003af48,162,FUN_0003af48,DEFAULT,false,__stdcall,1,1,,5,0,2,0,application,recovered
0x0003afea,126,FUN_0003afea,DEFAULT,false,__stdcall,1,0,,6,0,0,0,application,recovered
0x0003b068,86,FUN_0003b068,DEFAULT,false,__stdcall,2,4,,5,0,3,0,application,recovered
0x0003b0be,124,FUN_0003b0be,DEFAULT,false,__stdcall,0,2,,1,0,2,0,application,recovered
0x0003b13a,226,FUN_0003b13a,DEFAULT,false,__stdcall,8,4,,7,0,10,0,application,recovered
0x0003b26c,16,FUN_0003b26c,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003b27c,16,FUN_0003b27c,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003b28c,58,FUN_0003b28c,DEFAULT,false,__stdcall,2,3,,1,0,3,0,application,recovered
0x0003b2fe,16,FUN_0003b2fe,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003b30e,16,FUN_0003b30e,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003b31e,58,FUN_0003b31e,DEFAULT,false,__stdcall,2,3,,1,0,3,0,application,recovered
0x0003b390,2,FUN_0003b390,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003b392,2,FUN_0003b392,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003b394,96,FUN_0003b394,DEFAULT,false,__stdcall,2,4,,4,0,0,0,application,recovered
0x0003b3f4,18,FUN_0003b3f4,DEFAULT,false,__stdcall,4,0,,1,0,0,0,application,recovered
0x0003b406,16,FUN_0003b406,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003b416,16,FUN_0003b416,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003b426,58,FUN_0003b426,DEFAULT,false,__stdcall,2,3,,1,0,3,0,application,recovered
0x0003b4b6,16,FUN_0003b4b6,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003b4c6,16,FUN_0003b4c6,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003b4d6,58,FUN_0003b4d6,DEFAULT,false,__stdcall,2,3,,1,0,3,0,application,recovered
0x0003b566,2,FUN_0003b566,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003b5a0,92,FUN_0003b5a0,DEFAULT,false,__stdcall,3,3,,4,0,4,0,application,recovered
0x0003b5fc,48,FUN_0003b5fc,DEFAULT,false,__stdcall,1,1,,8,0,0,0,application,recovered
0x0003b62c,54,FUN_0003b62c,DEFAULT,false,__stdcall,1,1,,14,0,0,0,application,recovered
0x0003b662,50,FUN_0003b662,DEFAULT,false,__stdcall,1,0,,1,0,0,0,application,recovered
0x0003b694,32,FUN_0003b694,DEFAULT,false,__stdcall,1,1,,3,0,0,0,application,recovered
0x0003b6b4,96,FUN_0003b6b4,DEFAULT,false,__stdcall,1,2,,2,0,1,0,application,recovered
0x0003b714,148,FUN_0003b714,DEFAULT,false,__stdcall,1,0,,15,0,0,0,application,recovered
0x0003b7a8,58,FUN_0003b7a8,DEFAULT,false,__stdcall,1,3,,0,0,2,1,application,recovered
0x0003b7e2,256,FUN_0003b7e2,DEFAULT,false,__stdcall,2,5,,28,0,0,0,application,recovered
0x0003b8e2,14,FUN_0003b8e2,DEFAULT,false,__stdcall,1,0,,1,0,0,0,application,recovered
0x0003b8f0,110,FUN_0003b8f0,DEFAULT,false,__stdcall,44,1,,14,0,0,0,application,recovered
0x0003b95e,24,FUN_0003b95e,DEFAULT,false,__stdcall,44,0,,1,0,0,0,application,recovered
0x0003b976,150,FUN_0003b976,DEFAULT,false,__stdcall,1,0,,8,0,0,0,application,recovered
0x0003ba0c,94,FUN_0003ba0c,DEFAULT,false,__stdcall,1,3,,4,0,0,0,application,recovered
0x0003ba6a,128,FUN_0003ba6a,DEFAULT,false,__stdcall,1,1,,3,0,1,0,application,recovered
0x0003baea,118,FUN_0003baea,DEFAULT,false,__stdcall,1,4,,5,0,3,1,application,recovered
0x0003bb60,44,FUN_0003bb60,DEFAULT,false,__stdcall,1,4,,2,0,0,0,application,recovered
0x0003bb8c,58,FUN_0003bb8c,DEFAULT,false,__stdcall,1,2,,2,0,2,1,application,recovered
0x0003bbc6,36,FUN_0003bbc6,DEFAULT,false,__stdcall,1,3,,1,0,0,0,application,recovered
0x0003bbea,60,FUN_0003bbea,DEFAULT,false,__stdcall,1,2,,2,0,2,1,application,recovered
0x0003bc26,36,FUN_0003bc26,DEFAULT,false,__stdcall,1,3,,1,0,0,0,application,recovered
0x0003bc4a,568,FUN_0003bc4a,DEFAULT,false,__stdcall,1,11,,3,0,3,0,application,recovered
0x0003be82,342,FUN_0003be82,DEFAULT,false,__stdcall,1,15,,1,0,3,0,application,recovered
0x0003bfd8,712,FUN_0003bfd8,DEFAULT,false,__stdcall,43,1,,0,0,8,0,application,recovered
0x0003c30c,22,FUN_0003c30c,DEFAULT,false,__stdcall,1,0,,4,0,0,0,application,recovered
0x0003c322,64,FUN_0003c322,DEFAULT,false,__stdcall,1,0,,11,0,0,0,application,recovered
0x0003c362,96,FUN_0003c362,DEFAULT,false,__stdcall,1,2,,2,0,1,0,application,recovered
0x0003c3c2,78,FUN_0003c3c2,DEFAULT,false,__stdcall,1,2,,1,0,2,0,application,recovered
0x0003c410,62,FUN_0003c410,DEFAULT,false,__stdcall,2,3,,0,0,0,0,application,recovered
0x0003c44e,74,FUN_0003c44e,DEFAULT,false,__stdcall,1,2,,1,0,2,0,application,recovered
0x0003c498,88,FUN_0003c498,DEFAULT,false,__stdcall,1,3,,1,0,5,0,application,recovered
0x0003c4f0,92,FUN_0003c4f0,DEFAULT,false,__stdcall,1,2,,3,0,0,0,application,recovered
0x0003c54c,54,FUN_0003c54c,DEFAULT,false,__stdcall,1,1,,2,0,0,0,application,recovered
0x0003c582,152,FUN_0003c582,DEFAULT,false,__stdcall,1,2,,8,0,0,0,application,recovered
0x0003c61a,32,FUN_0003c61a,DEFAULT,false,__stdcall,2,5,,0,0,0,0,application,recovered
0x0003c63a,2,FUN_0003c63a,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003c63c,2,FUN_0003c63c,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003c63e,118,FUN_0003c63e,DEFAULT,false,__stdcall,1,1,,4,0,0,0,application,recovered
0x0003c6b4,332,FUN_0003c6b4,DEFAULT,false,__stdcall,2,6,,8,0,0,0,application,recovered
0x0003c800,2,FUN_0003c800,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003c802,2,FUN_0003c802,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003c804,118,FUN_0003c804,DEFAULT,false,__stdcall,1,1,,4,0,0,0,application,recovered
0x0003c87a,632,FUN_0003c87a,DEFAULT,false,__stdcall,2,4,,16,0,0,0,application,recovered
0x0003caf2,2,FUN_0003caf2,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003caf4,2,FUN_0003caf4,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003caf6,20,FUN_0003caf6,DEFAULT,false,__stdcall,6,0,,1,0,0,0,application,recovered
0x0003cb0a,6,FUN_0003cb0a,DEFAULT,false,__stdcall,1,0,,1,0,0,0,application,recovered
0x0003cb10,6,FUN_0003cb10,DEFAULT,false,__stdcall,1,0,,1,0,0,0,application,recovered
0x0003cb16,206,FUN_0003cb16,DEFAULT,false,__stdcall,2,8,,13,0,0,0,application,recovered
0x0003cbe4,2,FUN_0003cbe4,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003cbe6,2,FUN_0003cbe6,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003cbe8,148,FUN_0003cbe8,DEFAULT,false,__stdcall,2,5,,5,0,0,0,application,recovered
0x0003cc7c,2,FUN_0003cc7c,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003cc7e,194,FUN_0003cc7e,DEFAULT,false,__stdcall,1,3,,1,0,0,0,application,recovered
0x0003cd40,40,FUN_0003cd40,DEFAULT,false,__stdcall,2,2,,1,0,0,0,application,recovered
0x0003cd68,2,FUN_0003cd68,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003cd6a,2,FUN_0003cd6a,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003cd6c,82,FUN_0003cd6c,DEFAULT,false,__stdcall,2,4,,3,0,0,0,application,recovered
0x0003cdbe,18,FUN_0003cdbe,DEFAULT,false,__stdcall,5,0,,1,0,0,0,application,recovered
0x0003cdd0,16,FUN_0003cdd0,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003cde0,16,FUN_0003cde0,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003cdf0,58,FUN_0003cdf0,DEFAULT,false,__stdcall,2,3,,1,0,3,0,application,recovered
0x0003ceb0,16,FUN_0003ceb0,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003cec0,20,FUN_0003cec0,DEFAULT,false,__stdcall,1,1,,2,0,0,0,application,recovered
0x0003ced4,88,FUN_0003ced4,DEFAULT,false,__stdcall,2,4,,3,0,3,0,application,recovered
0x0003cf90,16,FUN_0003cf90,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003cfa0,16,FUN_0003cfa0,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003cfb0,72,FUN_0003cfb0,DEFAULT,false,__stdcall,2,4,,2,0,3,0,application,recovered
0x0003d042,16,FUN_0003d042,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003d052,16,FUN_0003d052,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003d062,72,FUN_0003d062,DEFAULT,false,__stdcall,2,4,,2,0,3,0,application,recovered
0x0003d0f4,24,FUN_0003d0f4,DEFAULT,false,__stdcall,1,1,,2,0,0,0,application,recovered
0x0003d10c,24,FUN_0003d10c,DEFAULT,false,__stdcall,1,1,,2,0,0,0,application,recovered
0x0003d124,96,FUN_0003d124,DEFAULT,false,__stdcall,2,3,,2,0,5,0,application,recovered
0x0003d280,24,FUN_0003d280,DEFAULT,false,__stdcall,1,1,,2,0,0,0,application,recovered
0x0003d298,24,FUN_0003d298,DEFAULT,false,__stdcall,1,1,,2,0,0,0,application,recovered
0x0003d2b0,96,FUN_0003d2b0,DEFAULT,false,__stdcall,2,3,,2,0,5,0,application,recovered
0x0003d40c,16,FUN_0003d40c,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003d41c,44,FUN_0003d41c,DEFAULT,false,__stdcall,1,1,,9,0,0,0,application,recovered
0x0003d448,82,FUN_0003d448,DEFAULT,false,__stdcall,2,4,,6,0,3,0,application,recovered
0x0003d5ac,16,FUN_0003d5ac,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003d5bc,44,FUN_0003d5bc,DEFAULT,false,__stdcall,1,1,,9,0,0,0,application,recovered
0x0003d5e8,82,FUN_0003d5e8,DEFAULT,false,__stdcall,2,4,,6,0,3,0,application,recovered
0x0003d74c,2,FUN_0003d74c,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003d74e,14,FUN_0003d74e,DEFAULT,false,__stdcall,1,0,,4,0,0,0,application,recovered
0x0003d75c,80,FUN_0003d75c,DEFAULT,false,__stdcall,1,0,,4,0,3,0,application,recovered
0x0003d7ac,32,FUN_0003d7ac,DEFAULT,false,__stdcall,1,0,,2,0,0,0,application,recovered
0x0003d7cc,32,FUN_0003d7cc,DEFAULT,false,__stdcall,1,0,,2,0,0,0,application,recovered
0x0003d7ec,32,FUN_0003d7ec,DEFAULT,false,__stdcall,1,0,,2,0,0,0,application,recovered
0x0003d80c,102,FUN_0003d80c,DEFAULT,false,__stdcall,2,4,,7,0,0,0,application,recovered
0x0003d872,2,FUN_0003d872,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003d874,16,FUN_0003d874,DEFAULT,false,__stdcall,1,0,,5,0,0,0,application,recovered
0x0003d884,66,FUN_0003d884,DEFAULT,false,__stdcall,2,0,,9,0,0,0,application,recovered
0x0003d8c6,2,FUN_0003d8c6,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003d8c8,2,FUN_0003d8c8,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0003d8ca,350,FUN_0003d8ca,DEFAULT,false,__stdcall,2,4,,28,0,0,0,application,recovered
0x0003da28,22,FUN_0003da28,DEFAULT,false,__stdcall,6,0,,2,0,0,0,application,recovered
0x0003da3e,16,FUN_0003da3e,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0003da4e,16,FUN_0003da4e,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
