region,vehicle_id,vehicle_name,install_set_id,install_set_id_hex,architecture_label,selected_category_ids
EU,5111,COROLLA,15341,0x3BED,EMPS+ABS+FRC,405 435 498
EU,5113,COROLLA,15347,0x3BF3,EMPS+ABS+FRC,405 435 498
EU,5115,COROLLA,15353,0x3BF9,EMPS+ABS+FRC,405 435 498
EU,5172,INNOVA/KIJANG INNOVA,15524,0x3CA4,EMPS+ABS+FRC,405 435 498
EU,5174,INNOVA HEV/KIJANG INNOVA HEV,15530,0x3CAA,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5177,COROLLA CROSS,15539,0x3CB3,EMPS+ABS+FRC,405 435 498
EU,5178,COROLLA CROSS,15542,0x3CB6,EMPS+ABS+FRC,405 435 498
EU,5179,COROLLA CROSS HEV,15545,0x3CB9,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5180,PRIUS,15548,0x3CBC,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5181,PRIUS,15551,0x3CBF,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5183,COROLLA,15557,0x3CC5,EMPS+ABS+FRC,405 435 498
EU,5185,COROLLA,15563,0x3CCB,EMPS+ABS+FRC,405 435 498
EU,5187,COROLLA,15569,0x3CD1,EMPS+ABS+FRC,405 435 498
EU,5189,COROLLA,15575,0x3CD7,EMPS+ABS+FRC,405 435 498
EU,5207,COROLLA HEV,15629,0x3D0D,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5209,COROLLA HEV,15635,0x3D13,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5210,COROLLA HEV,15638,0x3D16,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5213,LBX,15647,0x3D1F,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5214,LBX,15650,0x3D22,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5215,ALPHARD/VELLFIRE,15653,0x3D25,EMPS+ABS+FRC,405 435 498
EU,5217,ALPHARD/VELLFIRE,15659,0x3D2B,EMPS+ABS+FRC,405 435 498
EU,5218,ALPHARD HEV/VELLFIRE HEV,15662,0x3D2E,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5220,ALPHARD HEV/VELLFIRE HEV,15668,0x3D34,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5221,ALPHARD HEV/VELLFIRE HEV,15671,0x3D37,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5222,ALPHARD HEV/CROWN VELLFIRE HEV,15674,0x3D3A,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5223,LM350h,15677,0x3D3D,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5224,LM350h,15680,0x3D40,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5225,LM500h,15683,0x3D43,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5233,NX350,15707,0x3D5B,EMPS+ABS+FRC,405 435 498
EU,5234,NX350h,15710,0x3D5E,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5235,NX350h,15713,0x3D61,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5236,NX350h,15716,0x3D64,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5237,NX350h,15719,0x3D67,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5238,NX450h+,15722,0x3D6A,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5239,NX400h+,15725,0x3D6D,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5241,PRIUS,15731,0x3D73,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5242,PRIUS PHEV,15734,0x3D76,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5243,SHIJI,15737,0x3D79,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5255,COROLLA HEV,15773,0x3D9D,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5256,LEVIN HEV,15776,0x3DA0,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5286,ALLION,15866,0x3DFA,EMPS+ABS+FRC,405 435 498
EU,5287,ALLION,15869,0x3DFD,EMPS+ABS+FRC,405 435 498
EU,5288,FRONTLANDER,15872,0x3E00,EMPS+ABS+FRC,405 435 498
EU,5289,FRONTLANDER,15875,0x3E03,EMPS+ABS+FRC,405 435 498
EU,5290,FRONTLANDER,15878,0x3E06,EMPS+ABS+FRC,405 435 498
EU,5291,FRONTLANDER,15881,0x3E09,EMPS+ABS+FRC,405 435 498
EU,5315,COROLLA CROSS,15953,0x3E51,EMPS+ABS+FRC,405 435 498
EU,5316,COROLLA CROSS,15956,0x3E54,EMPS+ABS+FRC,405 435 498
EU,5317,COROLLA,15959,0x3E57,EMPS+ABS+FRC,405 435 498
EU,5318,COROLLA,15962,0x3E5A,EMPS+ABS+FRC,405 435 498
EU,5319,LEVIN,15965,0x3E5D,EMPS+ABS+FRC,405 435 498
EU,5320,LEVIN,15968,0x3E60,EMPS+ABS+FRC,405 435 498
EU,5321,LEVIN GT,15971,0x3E63,EMPS+ABS+FRC,405 435 498
EU,5326,bZ4X,15986,0x3E72,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5327,bZ4X,15989,0x3E75,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5331,COROLLA CROSS HV,16001,0x3E81,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5332,COROLLA CROSS HV,16004,0x3E84,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5333,COROLLA CROSS HV,16007,0x3E87,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5340,NX250/NX260,16028,0x3E9C,EMPS+ABS+FRC,405 435 498
EU,5341,NX200,16031,0x3E9F,EMPS+ABS+FRC,405 435 498
EU,5359,bZ4X,16085,0x3ED5,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5360,bZ4X,16088,0x3ED8,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5361,bZ4X,16091,0x3EDB,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5362,bZ4X,16094,0x3EDE,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5377,COROLLA CROSS HEV,16139,0x3F0B,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5378,FRONTLANDER HEV,16142,0x3F0E,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5379,ALLION HEV,16145,0x3F11,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5380,LEVIN GT HEV,16148,0x3F14,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5383,CROWN FCEV,16157,0x3F1D,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5384,CROWN HEV,16160,0x3F20,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5386,CROWN HEV,16166,0x3F26,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5401,PRIUS,16211,0x3F53,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5402,PRIUS,16214,0x3F56,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5403,PRIUS,16217,0x3F59,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5405,COROLLA,16223,0x3F5F,EMPS+ABS+FRC,405 435 498
EU,5406,COROLLA,16226,0x3F62,EMPS+ABS+FRC,405 435 498
EU,5407,COROLLA,16229,0x3F65,EMPS+ABS+FRC,405 435 498
EU,5408,COROLLA,16232,0x3F68,EMPS+ABS+FRC,405 435 498
EU,5411,COROLLA HEV,16241,0x3F71,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5412,COROLLA HEV,16244,0x3F74,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5413,COROLLA HEV,16247,0x3F77,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5414,COROLLA HEV,16250,0x3F7A,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5417,COROLLA/COROLLA SPORT,16259,0x3F83,EMPS+ABS+FRC,405 435 498
EU,5418,COROLLA/COROLLA SPORT,16262,0x3F86,EMPS+ABS+FRC,405 435 498
EU,5455,RX350,16373,0x3FF5,EMPS+ABS+FRC,405 435 498
EU,5456,RX350h,16376,0x3FF8,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5457,RX350h,16379,0x3FFB,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5458,RX350h,16382,0x3FFE,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5460,RX350h,16388,0x4004,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5461,RX500h,16391,0x4007,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5462,RX450h+,16394,0x400A,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5463,RX450h+,16397,0x400D,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5464,RX350,16400,0x4010,EMPS+ABS+FRC,405 435 498
EU,5465,RX350h,16403,0x4013,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5466,RX500h,16406,0x4016,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5488,CROWN HEV,16472,0x4058,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5490,CROWN HEV,16478,0x405E,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5492,CROWN HEV,16484,0x4064,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5494,CROWN HEV,16490,0x406A,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5567,C-HR HEV,16709,0x4145,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5568,C-HR HEV,16712,0x4148,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5578,COROLLA CROSS,16742,0x4166,EMPS+ABS+FRC,405 435 498
EU,5579,COROLLA CROSS,16745,0x4169,EMPS+ABS+FRC,405 435 498
EU,5580,COROLLA CROSS HEV,16748,0x416C,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5592,YARIS,16784,0x4190,EMPS+ABS+FRC,405 435 498
EU,5595,LS500,16793,0x4199,EPS_P4+EMPS+ABS+FRC,142 405 435 498
EU,5597,LS500h,16799,0x419F,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5600,RZ450e,16808,0x41A8,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5601,RZ300e,16811,0x41AB,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5602,LAND CR PRADO,16814,0x41AE,EMPS+ABS+FRC,405 435 498
EU,5604,LAND CR PRADO,16820,0x41B4,EMPS+ABS+FRC,405 435 498
EU,5606,LAND CR PRADO,16826,0x41BA,EMPS+ABS+FRC,405 435 498
EU,5608,LAND CR PRADO,16832,0x41C0,EMPS+ABS+FRC,405 435 498
EU,5610,LAND CR PRADO,16838,0x41C6,EMPS+ABS+FRC,405 435 498
EU,5612,LAND CR PRADO,16844,0x41CC,EMPS+ABS+FRC,405 435 498
EU,5614,LAND CR PRADO HEV,16850,0x41D2,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5617,GX550,16859,0x41DB,EMPS+ABS+FRC,405 435 498
EU,5618,Tacoma,16862,0x41DE,EMPS+ABS+FRC,405 435 498
EU,5620,YARIS,16868,0x41E4,EMPS+ABS+FRC,405 435 498
EU,5621,YARIS,16871,0x41E7,EMPS+ABS+FRC,405 435 498
EU,5622,YARIS HV,16874,0x41EA,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5623,YARIS HV,16877,0x41ED,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5625,YARIS HV,16883,0x41F3,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5626,YARIS HV,16886,0x41F6,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5627,YARIS HV,16889,0x41F9,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5628,YARIS HV,16892,0x41FC,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5629,YARIS CROSS HV,16895,0x41FF,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5630,YARIS CROSS HV,16898,0x4202,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5631,COROLLA HEV,16901,0x4205,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5632,COROLLA HEV,16904,0x4208,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5651,UX300h,16961,0x4241,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5652,UX300h,16964,0x4244,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5653,UX300e,16967,0x4247,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5654,C-HR HEV,16970,0x424A,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5655,C-HR PHEV,16973,0x424D,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5656,COROLLA CROSS,16976,0x4250,EMPS+ABS+FRC,405 435 498
EU,5672,COROLLA CROSS HV,17024,0x4280,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5673,COROLLA CROSS HV,17027,0x4283,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5674,COROLLA CROSS HV,17030,0x4286,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5675,COROLLA,17033,0x4289,EMPS+ABS+FRC,405 435 498
EU,5676,COROLLA,17036,0x428C,EMPS+ABS+FRC,405 435 498
EU,5677,COROLLA,17039,0x428F,EMPS+ABS+FRC,405 435 498
EU,5678,COROLLA,17042,0x4292,EMPS+ABS+FRC,405 435 498
EU,5695,COROLLA HEV,17093,0x42C5,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5700,MIRAI,17108,0x42D4,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5708,CENTURY,17132,0x42EC,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5730,GX550h,17198,0x432E,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5731,NX250/NX260,17201,0x4331,EMPS+ABS+FRC,405 435 498
EU,5732,NX200,17204,0x4334,EMPS+ABS+FRC,405 435 498
EU,5733,NX350,17207,0x4337,EMPS+ABS+FRC,405 435 498
EU,5734,NX350h,17210,0x433A,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5735,NX350h,17213,0x433D,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5736,NX350h,17216,0x4340,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5737,NX350h,17219,0x4343,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5738,NX450h+,17222,0x4346,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5739,NX450h+,17225,0x4349,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5740,NX400h+,17228,0x434C,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5741,CAMRY,17231,0x434F,EMPS+ABS+FRC,405 435 498
EU,5742,CAMRY HEV,17234,0x4352,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5743,CAMRY HEV,17237,0x4355,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5748,COROLLA HEV,17252,0x4364,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5749,COROLLA HEV,17255,0x4367,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5765,CAMRY HEV,17303,0x4397,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5766,CAMRY HEV,17306,0x439A,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5767,YARIS CROSS HV,17309,0x439D,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5768,YARIS CROSS HV,17312,0x43A0,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5802,Tacoma HEV,17414,0x4406,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5805,SIENTA,17423,0x440F,EMPS+ABS+FRC,405 435 498
EU,5806,SIENTA HEV,17426,0x4412,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5812,CAMRY,17444,0x4424,EMPS+ABS+FRC,405 435 498
EU,5814,CAMRY,17450,0x442A,EMPS+ABS+FRC,405 435 498
EU,5815,CAMRY HEV,17453,0x442D,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5817,CAMRY HEV,17459,0x4433,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5822,MIRAI,17474,0x4442,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5826,AVALON,17486,0x444E,EMPS+ABS+FRC,405 435 498
EU,5827,AVALON HEV,17489,0x4451,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5828,AVALON HEV,17492,0x4454,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5829,LAND CR PRADO HEV,17495,0x4457,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5864,NOAH/VOXY,17600,0x44C0,EMPS+ABS+FRC,405 435 498
EU,5879,INNOVA/KIJANG INNOVA,17645,0x44ED,EMPS+ABS+FRC,405 435 498
EU,5881,INNOVA HEV/KIJANG INNOVA HEV,17651,0x44F3,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5883,LBX,17657,0x44F9,EMPS+ABS+FRC,405 435 498
EU,5884,COROLLA,17660,0x44FC,EMPS+ABS+FRC,405 435 498
EU,5885,COROLLA,17663,0x44FF,EMPS+ABS+FRC,405 435 498
EU,5886,COROLLA,17666,0x4502,EMPS+ABS+FRC,405 435 498
EU,5888,COROLLA,17672,0x4508,EMPS+ABS+FRC,405 435 498
EU,5907,bZ4X,17729,0x4541,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5908,bZ4X,17732,0x4544,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5909,CAMRY,17735,0x4547,EMPS+ABS+FRC,405 435 498
EU,5910,CAMRY,17738,0x454A,EMPS+ABS+FRC,405 435 498
EU,5911,CAMRY HEV,17741,0x454D,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5912,CAMRY HEV,17744,0x4550,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5921,4RUNNER,17771,0x456B,EMPS+ABS+FRC,405 435 498
EU,5922,GR COROLLA,17774,0x456E,EMPS+ABS+FRC,405 435 498
EU,5923,GR COROLLA,17777,0x4571,EMPS+ABS+FRC,405 435 498
EU,5926,LS500,17786,0x457A,EPS_P4+EMPS+ABS+FRC,142 405 435 498
EU,5928,LS500h,17792,0x4580,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5959,bZ4X,17885,0x45DD,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5960,bZ4X,17888,0x45E0,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5967,GX550,17909,0x45F5,EMPS+ABS+FRC,405 435 498
EU,5970,LAND CR.,17918,0x45FE,EMPS+ABS+BRKBST+FRC+EMPS2,405 435 466 498 499
EU,5972,LAND CR.,17924,0x4604,ABS+BRKBST+FRC,435 466 498
EU,5974,LAND CR.,17930,0x460A,EMPS+ABS+BRKBST+FRC+EMPS2,405 435 466 498 499
EU,5977,LX500d,17939,0x4613,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5979,LX600,17945,0x4619,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5981,LX700h,17951,0x461F,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5982,ALPHARD PHEV,17954,0x4622,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5983,RX300,17957,0x4625,EMPS+ABS+FRC,405 435 498
EU,5984,LAND CR HEV,17960,0x4628,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6024,NOAH HEV,18080,0x46A0,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6025,YARIS CROSS HV,18083,0x46A3,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6029,HARRIER,18095,0x46AF,EMPS+ABS+FRC,405 435 498
EU,6030,HARRIER HV/VENZA HV,18098,0x46B2,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6047,SHIJI,18149,0x46E5,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6048,HIACE,18152,0x46E8,EMPS+ABS+FRC,405 435 498
EU,6049,HIACE,18155,0x46EB,EMPS+ABS+FRC,405 435 498
EU,6050,HIACE,18158,0x46EE,EMPS+ABS+FRC,405 435 498
EU,6051,HIACE,18161,0x46F1,EMPS+ABS+FRC,405 435 498
EU,6052,HIACE,18164,0x46F4,EMPS+ABS+FRC,405 435 498
EU,6053,HIACE,18167,0x46F7,EMPS+ABS+FRC,405 435 498
EU,6054,HIACE,18170,0x46FA,EMPS+ABS+FRC,405 435 498
EU,6055,HIACE,18173,0x46FD,EMPS+ABS+FRC,405 435 498
EU,6081,COMFORT,18251,0x474B,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6084,CROWN HEV,18260,0x4754,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6088,COROLLA CROSS HV,18272,0x4760,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6089,COROLLA CROSS HV,18275,0x4763,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6093,PRIUS,18287,0x476F,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6094,COROLLA/COROLLA SPORT,18290,0x4772,EMPS+ABS+FRC,405 435 498
EU,6095,SIENTA HEV,18293,0x4775,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6096,COROLLA CROSS,18296,0x4778,EMPS+ABS+FRC,405 435 498
EU,6097,COROLLA CROSS,18299,0x477B,EMPS+ABS+FRC,405 435 498
EU,6098,COROLLA CROSS HEV,18302,0x477E,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6101,HILUX,18311,0x4787,EMPS+ABS+FRC,405 435 498
EU,6102,HILUX,18314,0x478A,EMPS+ABS+FRC,405 435 498
EU,6103,HILUX,18317,0x478D,EMPS+ABS+FRC,405 435 498
EU,6104,HILUX,18320,0x4790,EMPS+ABS+FRC,405 435 498
EU,6121,HIACE,18371,0x47C3,EMPS+ABS+FRC,405 435 498
EU,6122,HIACE,18374,0x47C6,EMPS+ABS+FRC,405 435 498
EU,6123,HIACE,18377,0x47C9,EMPS+ABS+FRC,405 435 498
EU,6124,HIACE,18380,0x47CC,EMPS+ABS+FRC,405 435 498
EU,6129,HILUX,18395,0x47DB,EMPS+ABS+FRC,405 435 498
EU,6130,HILUX,18398,0x47DE,EMPS+ABS+FRC,405 435 498
EU,6131,HILUX,18401,0x47E1,EMPS+ABS+FRC,405 435 498
EU,6132,HILUX,18404,0x47E4,EMPS+ABS+FRC,405 435 498
EU,6141,RZ350e,18431,0x47FF,EMPS+FRC+EMPS2,405 498 499
EU,6142,RZ450e/RZ500e/RZ550e/RZ600e,18434,0x4802,EMPS+FRC+EMPS2,405 498 499
EU,6143,bZ4X,18437,0x4805,EMPS+FRC,405 498
EU,6144,bZ4X,18440,0x4808,EMPS+FRC,405 498
EU,6152,C-HR BEV,18464,0x4820,EMPS+FRC,405 498
EU,6153,C-HR BEV,18467,0x4823,EMPS+FRC,405 498
EU,6160,LS500,18488,0x4838,EPS_P4+EMPS+ABS+FRC,142 405 435 498
EU,6161,LS500h,18491,0x483B,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6168,COROLLA CROSS,18512,0x4850,EMPS+ABS+FRC,405 435 498
EU,6169,COROLLA CROSS,18515,0x4853,EMPS+ABS+FRC,405 435 498
EU,6170,COROLLA CROSS HEV,18518,0x4856,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6171,FRONTLANDER,18521,0x4859,EMPS+ABS+FRC,405 435 498
EU,6172,FRONTLANDER,18524,0x485C,EMPS+ABS+FRC,405 435 498
EU,6179,C-HR HEV,18545,0x4871,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6180,C-HR HEV,18548,0x4874,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6181,C-HR HEV,18551,0x4877,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6201,FRONTLANDER HEV,18611,0x48B3,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6236,LAND CR FJ,18716,0x491C,ABS+FRC,435 498
EU,6237,AYGO HEV,18719,0x491F,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6242,IS350,18734,0x492E,EMPS+ABS+FRC,405 435 498
EU,6243,IS350,18737,0x4931,EMPS+ABS+FRC,405 435 498
EU,6244,IS300h,18740,0x4934,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6245,bZ4X Touring,18743,0x4937,EMPS+FRC,405 498
EU,6246,bZ4X Touring,18746,0x493A,EMPS+FRC,405 498
EU,6247,bZ4X,18749,0x493D,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6248,bZ4X,18752,0x4940,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6250,HILUX BEV,18758,0x4946,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6252,MIRAI,18764,0x494C,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6254,ALLION,18770,0x4952,EMPS+ABS+FRC,405 435 498
EU,6255,ALLION HEV,18773,0x4955,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6256,LEVIN GT,18776,0x4958,EMPS+ABS+FRC,405 435 498
EU,6257,LEVIN HEV,18779,0x495B,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6259,COASTER,18785,0x4961,ABS+FRC,435 498
EU,6261,COASTER,18791,0x4967,ABS+FRC,435 498
EU,6263,COASTER,18797,0x496D,ABS+FRC,435 498
EU,6265,COASTER,18803,0x4973,ABS+FRC,435 498
EU,6278,COROLLA HEV,18842,0x499A,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6279,COROLLA HEV,18845,0x499D,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6280,COROLLA,18848,0x49A0,EMPS+ABS+FRC,405 435 498
EU,6281,COROLLA,18851,0x49A3,EMPS+ABS+FRC,405 435 498
EU,6290,COROLLA HEV,18878,0x49BE,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6292,YARIS CROSS HV,18884,0x49C4,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6293,YARIS CROSS HV,18887,0x49C7,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6315,MAC,18953,0x4A09,EMPS+LDA+FRCAM+ABS+BRKBST+ADS+ADeU+FRC+EMPS2,405 418 430 435 466 476 477 498 499
EU,6316,MAC,18956,0x4A0C,EMPS+LDA+FRCAM+ABS+BRKBST+ADS+ADeU+FRC+EMPS2,405 418 430 435 466 476 477 498 499
EU,6317,YARIS HV,18959,0x4A0F,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6318,YARIS HV,18962,0x4A12,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6319,YARIS HV,18965,0x4A15,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6320,YARIS HV,18968,0x4A18,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6321,YARIS HV,18971,0x4A1B,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6322,YARIS HV,18974,0x4A1E,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,6370,LAND CR PRADO,19118,0x4AAE,EMPS+ABS+FRC,405 435 498
EU,6372,LAND CR PRADO,19124,0x4AB4,EMPS+ABS+FRC,405 435 498
EU,6374,LAND CR PRADO,19130,0x4ABA,EMPS+ABS+FRC,405 435 498
EU,6376,LAND CR PRADO,19136,0x4AC0,EMPS+ABS+FRC,405 435 498
EU,6378,LAND CR PRADO,19142,0x4AC6,EMPS+ABS+FRC,405 435 498
EU,6380,LAND CR PRADO HEV,19148,0x4ACC,EMPS+FRC,405 498
EU,6381,YARIS,19151,0x4ACF,EMPS+ABS+FRC,405 435 498
