region,topology_group_key,shape_sha256,component_hex,component_index,ecu_domain,bus_index,bus_name,gateway_names,junction_name
NA,0x004DD22B,2f03ca0067b190a5b8af1a8742652b231923568519d1908fefb48f90d88bbf84,0x1D,29,HL AutoLeveling/AFS/AHS,33,Bus 5,Central Gateway,No. 11 Global CAN Junction Connector
NA,0x004DD22B,2f03ca0067b190a5b8af1a8742652b231923568519d1908fefb48f90d88bbf84,0x1E,30,HL AutoLeveling/AFS/AHS (Sub),33,Bus 5,Central Gateway,No. 4 Global CAN Junction Connector
NA,0x004DD22B,2f03ca0067b190a5b8af1a8742652b231923568519d1908fefb48f90d88bbf84,0x40,64,Main Body,33,Bus 5,Central Gateway,No. 11 Global CAN Junction Connector
NA,0x004DD22B,2f03ca0067b190a5b8af1a8742652b231923568519d1908fefb48f90d88bbf84,0x46,70,Air Conditioning Amplifier,33,Bus 5,Central Gateway,No. 3 Global CAN Junction Connector
NA,0x004DD22B,2f03ca0067b190a5b8af1a8742652b231923568519d1908fefb48f90d88bbf84,0xA5,165,Front Door RH/R-Mirror (FR-Door/R-Mirror),33,Bus 5,Central Gateway,No. 4 Global CAN Junction Connector
NA,0x004DD22B,2f03ca0067b190a5b8af1a8742652b231923568519d1908fefb48f90d88bbf84,0xA6,166,Front Door LH/L-Mirror (FL-Door/L-Mirror),33,Bus 5,Central Gateway,No. 11 Global CAN Junction Connector
NA,0x004DD22B,2f03ca0067b190a5b8af1a8742652b231923568519d1908fefb48f90d88bbf84,0xA8,168,Multiplex Tilt and Telescopic,33,Bus 5,Central Gateway,No. 3 Global CAN Junction Connector
NA,0x004DD22B,2f03ca0067b190a5b8af1a8742652b231923568519d1908fefb48f90d88bbf84,0xAB,171,D-Seat,33,Bus 5,Central Gateway,No. 11 Global CAN Junction Connector
NA,0x004DD22B,2f03ca0067b190a5b8af1a8742652b231923568519d1908fefb48f90d88bbf84,0xB5,181,Certification (Smart),33,Bus 5,Central Gateway,No. 3 Global CAN Junction Connector
NA,0x004DD22B,2f03ca0067b190a5b8af1a8742652b231923568519d1908fefb48f90d88bbf84,0xB8,184,Back Door,33,Bus 5,Central Gateway,No. 11 Global CAN Junction Connector
NA,0x004DD22B,2f03ca0067b190a5b8af1a8742652b231923568519d1908fefb48f90d88bbf84,0x2A,42,Tire Pressure,34,Bus 6,Central Gateway,No. 13 Global CAN Junction Connector
NA,0x004DD22B,2f03ca0067b190a5b8af1a8742652b231923568519d1908fefb48f90d88bbf84,0xD3,211,Acoustic Vehicle Alerting System,34,Bus 6,Central Gateway,No. 13 Global CAN Junction Connector
NA,0x004DD22B,2f03ca0067b190a5b8af1a8742652b231923568519d1908fefb48f90d88bbf84,0xB7,183,Remote Engine Starter,35,Bus 7,Central Gateway,
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x0C,12,ITS Connect,29,Bus 1,Central Gateway,No. 53 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x0F,15,Front Radar,29,Bus 1,Central Gateway,No. 46 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x10,16,Front Side Radar Master,29,Bus 1,Central Gateway,No. 46 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x41,65,Blind Spot Monitor Master,29,Bus 1,Central Gateway,No. 47 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x67,103,Clearance Warning (Intuitive Parking Assist),29,Bus 1,Central Gateway,No. 47 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x68,104,Parking Assist Monitor System / Rear Camera,29,Bus 1,Central Gateway,No. 48 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x6D,109,Front Camera Module,29,Bus 1,Central Gateway,FRD
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x7B,123,Panoramic View Monitor / Circumference Monitoring Camera Control Module,29,Bus 1,Central Gateway,No. 47 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x07,7,Stop and Go/Start,30,Bus 2,Central Gateway,No. 9 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x13,19,ECM (Engine),30,Bus 2,Central Gateway,No. 13 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x1C,28,Transmission Control,30,Bus 2,Central Gateway,No. 9 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x61,97,Display and Navigation (AVN),31,Bus 3,Central Gateway,No. 6 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x62,98,Combination Meter,31,Bus 3,Central Gateway,No. 6 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x6B,107,Digital Rear-View Mirror,31,Bus 3,Central Gateway,No. 6 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x74,116,74,31,Bus 3,Central Gateway,No. 6 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0xAE,174,Active Noise Control,31,Bus 3,Central Gateway,No. 6 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0xC6,198,DCM2,31,Bus 3,Central Gateway,No. 6 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0xC7,199,DCM,31,Bus 3,Central Gateway,No. 6 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0xDE,222,Rear Console Switch,31,Bus 3,Central Gateway,No. 6 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x29,41,Skid Control (ABS/VSC/TRAC),32,Bus 4,Central Gateway,No. 32 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x32,50,Power Steering (EPS),32,Bus 4,Central Gateway,No. 32 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x47,71,Airbag,32,Bus 4,Central Gateway,No. 33 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0xF0,240,Spiral cable (Steering Angle Sensor),32,Bus 4,Central Gateway,No. 33 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x05,5,Power Management,33,Bus 5,Central Gateway,No. 2 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x40,64,Main Body,33,Bus 5,Central Gateway,No. 2 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x46,70,Air Conditioning Amplifier,33,Bus 5,Central Gateway,No. 2 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x80,128,P-Seat,33,Bus 5,Central Gateway,No. 10 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0xA4,164,Rear Door RH (RR-Door) / RR Door / RH PSD,33,Bus 5,Central Gateway,No. 10 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0xA7,167,Rear Door LH (RL-Door) / RL Door / LH PSD,33,Bus 5,Central Gateway,No. 2 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0xA8,168,Multiplex Tilt and Telescopic,33,Bus 5,Central Gateway,No. 2 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0xAB,171,D-Seat,33,Bus 5,Central Gateway,No. 2 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0xB5,181,Certification (Smart),33,Bus 5,Central Gateway,No. 2 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x1D,29,HL AutoLeveling/AFS/AHS,34,Bus 6,Central Gateway,No. 45 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x1E,30,HL AutoLeveling/AFS/AHS (Sub),34,Bus 6,Central Gateway,No. 45 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x2A,42,Tire Pressure,34,Bus 6,Central Gateway,No. 14 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x31,49,DRS,34,Bus 6,Central Gateway,No. 14 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x36,54,Suspension Control (Air Suspension) Secondary Line,34,Bus 6,Central Gateway,No. 14 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x37,55,Suspension Control (Air Suspension1),34,Bus 6,Central Gateway,No. 14 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0x38,56,Suspension Control (Air Suspension),34,Bus 6,Central Gateway,No. 14 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0xA5,165,Front Door RH/R-Mirror (FR-Door/R-Mirror),34,Bus 6,Central Gateway,No. 14 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0xA6,166,Front Door LH/L-Mirror (FL-Door/L-Mirror),34,Bus 6,Central Gateway,No. 45 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0xB8,184,Back Door,34,Bus 6,Central Gateway,No. 14 CAN Junction Connector
NA,0x004DD252,2f7f768871d9c73a97ddac2cbfe389b2a7303d947d7a7fb8d691194eabe011e3,0xB7,183,Remote Engine Starter,35,Bus 7,Central Gateway,No. 54 CAN Junction Connector
NA,0x004DD235,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x0F,15,Front Radar,29,Bus 1,Central Gateway,FCM
NA,0x004DD235,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x41,65,Blind Spot Monitor Master,29,Bus 1,Central Gateway,No. 19 CAN Junction Connector
NA,0x004DD235,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x6D,109,Front Camera Module,29,Bus 1,Central Gateway,No. 18 CAN Junction Connector
NA,0x004DD235,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x13,19,ECM (Engine),30,Bus 2,Central Gateway,No. 11 CAN Junction Connector
NA,0x004DD235,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x19,25,TCM,30,Bus 2,Central Gateway,No. 11 CAN Junction Connector
NA,0x004DD235,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x61,97,Display and Navigation (AVN),31,Bus 3,Central Gateway,No. 15 CAN Junction Connector
NA,0x004DD235,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x62,98,Combination Meter,31,Bus 3,Central Gateway,No. 15 CAN Junction Connector
NA,0x004DD235,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0xC6,198,DCM2,31,Bus 3,Central Gateway,No. 15 CAN Junction Connector
NA,0x004DD235,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0xC7,199,DCM,31,Bus 3,Central Gateway,No. 15 CAN Junction Connector
NA,0x004DD235,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x29,41,Skid Control (ABS/VSC/TRAC),32,Bus 4,Central Gateway,No. 10 CAN Junction Connector
NA,0x004DD235,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x32,50,Power Steering (EPS),32,Bus 4,Central Gateway,No. 13 CAN Junction Connector
NA,0x004DD235,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x47,71,Airbag,32,Bus 4,Central Gateway,No. 13 CAN Junction Connector
NA,0x004DD235,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0xF0,240,Spiral cable (Steering Angle Sensor),32,Bus 4,Central Gateway,No. 13 CAN Junction Connector
NA,0x004DD235,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x05,5,Power Management,33,Bus 5,Central Gateway,No. 17 CAN Junction Connector
NA,0x004DD235,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x40,64,Main Body,33,Bus 5,Central Gateway,No. 12 CAN Junction Connector
NA,0x004DD235,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x46,70,Air Conditioning Amplifier,33,Bus 5,Central Gateway,No. 17 CAN Junction Connector
NA,0x004DD235,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0xB5,181,Certification (Smart),33,Bus 5,Central Gateway,No. 17 CAN Junction Connector
NA,0x004DD235,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x2A,42,Tire Pressure,34,Bus 6,Central Gateway,No. 16 CAN Junction Connector
NA,0x004DD235,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0xB7,183,Remote Engine Starter,35,Bus 7,Central Gateway,
NA,0x004DD236,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x0F,15,Front Radar,29,Bus 1,Central Gateway,FCM
NA,0x004DD236,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x41,65,Blind Spot Monitor Master,29,Bus 1,Central Gateway,No. 19 CAN Junction Connector
NA,0x004DD236,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x6D,109,Front Camera Module,29,Bus 1,Central Gateway,No. 18 CAN Junction Connector
NA,0x004DD236,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x13,19,ECM (Engine),30,Bus 2,Central Gateway,No. 11 CAN Junction Connector
NA,0x004DD236,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x19,25,TCM,30,Bus 2,Central Gateway,No. 11 CAN Junction Connector
NA,0x004DD236,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x61,97,Display and Navigation (AVN),31,Bus 3,Central Gateway,No. 15 CAN Junction Connector
NA,0x004DD236,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x62,98,Combination Meter,31,Bus 3,Central Gateway,No. 15 CAN Junction Connector
NA,0x004DD236,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0xC6,198,DCM2,31,Bus 3,Central Gateway,No. 15 CAN Junction Connector
NA,0x004DD236,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0xC7,199,DCM,31,Bus 3,Central Gateway,No. 15 CAN Junction Connector
NA,0x004DD236,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x29,41,Skid Control (ABS/VSC/TRAC),32,Bus 4,Central Gateway,No. 10 CAN Junction Connector
NA,0x004DD236,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x32,50,Power Steering (EPS),32,Bus 4,Central Gateway,No. 13 CAN Junction Connector
NA,0x004DD236,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x47,71,Airbag,32,Bus 4,Central Gateway,No. 13 CAN Junction Connector
NA,0x004DD236,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0xF0,240,Spiral cable (Steering Angle Sensor),32,Bus 4,Central Gateway,No. 13 CAN Junction Connector
NA,0x004DD236,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x05,5,Power Management,33,Bus 5,Central Gateway,No. 17 CAN Junction Connector
NA,0x004DD236,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x40,64,Main Body,33,Bus 5,Central Gateway,No. 12 CAN Junction Connector
NA,0x004DD236,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x46,70,Air Conditioning Amplifier,33,Bus 5,Central Gateway,No. 17 CAN Junction Connector
NA,0x004DD236,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0xB5,181,Certification (Smart),33,Bus 5,Central Gateway,No. 17 CAN Junction Connector
NA,0x004DD236,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0x2A,42,Tire Pressure,34,Bus 6,Central Gateway,No. 16 CAN Junction Connector
NA,0x004DD236,33905da536db10dd4ccdc7c8b97af7b8c904398129f82def9b54ba81de851e04,0xB7,183,Remote Engine Starter,35,Bus 7,Central Gateway,
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0x0F,15,Front Radar,29,Bus 1,Central Gateway,No. 1 Global CAN Junction Connector
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0x10,16,Front Side Radar Master,29,Bus 1,Central Gateway,No. 1 Global CAN Junction Connector
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0x41,65,Blind Spot Monitor Master,29,Bus 1,Central Gateway,No. 10 Global CAN Junction Connector
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0x67,103,Clearance Warning (Intuitive Parking Assist),29,Bus 1,Central Gateway,No. 8 Global CAN Junction Connector
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0x68,104,Parking Assist Monitor System / Rear Camera,29,Bus 1,Central Gateway,No. 11 Global CAN Junction Connector
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0x6D,109,Front Camera Module,29,Bus 1,Central Gateway,
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0x7B,123,Panoramic View Monitor / Circumference Monitoring Camera Control Module,29,Bus 1,Central Gateway,No. 8 Global CAN Junction Connector
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0x09,9,Motor Generator,30,Bus 2,Central Gateway,BAT
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0x13,19,ECM (Engine),30,Bus 2,Central Gateway,MGC
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0x16,22,Hybrid Vehicle Control,30,Bus 2,Central Gateway,No. 6 Global CAN Junction Connector
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0xD5,213,HV Battery,30,Bus 2,Central Gateway,No. 6 Global CAN Junction Connector
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0x61,97,Display and Navigation (AVN),31,Bus 3,Central Gateway,No.1 Global CAN IBC
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0x62,98,Combination Meter,31,Bus 3,Central Gateway,No.1 Global CAN IBC
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0x74,116,74,31,Bus 3,Central Gateway,No.1 Global CAN IBC
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0xC6,198,DCM2,31,Bus 3,Central Gateway,No.1 Global CAN IBC
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0xC7,199,DCM,31,Bus 3,Central Gateway,No.1 Global CAN IBC
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0x28,40,Brake Booster,32,Bus 4,Central Gateway,No. 2 Global CAN Junction Connector
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0x29,41,Skid Control (ABS/VSC/TRAC),32,Bus 4,Central Gateway,No. 2 Global CAN Junction Connector
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0x32,50,Power Steering (EPS),32,Bus 4,Central Gateway,EBU
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0x47,71,Airbag,32,Bus 4,Central Gateway,No. 7 Global CAN Junction Connector
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0xF0,240,Spiral cable (Steering Angle Sensor),32,Bus 4,Central Gateway,No. 7 Global CAN Junction Connector
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0x05,5,Power Management,33,Bus 5,Central Gateway,No. 4 Global CAN Junction Connector
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0x40,64,Main Body,33,Bus 5,Central Gateway,No. 9 Global CAN Junction Connector
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0x46,70,Air Conditioning Amplifier,33,Bus 5,Central Gateway,No. 4 Global CAN Junction Connector
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0xA5,165,Front Door RH/R-Mirror (FR-Door/R-Mirror),33,Bus 5,Central Gateway,No. 4 Global CAN Junction Connector
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0xA6,166,Front Door LH/L-Mirror (FL-Door/L-Mirror),33,Bus 5,Central Gateway,No. 9 Global CAN Junction Connector
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0xAB,171,D-Seat,33,Bus 5,Central Gateway,No. 9 Global CAN Junction Connector
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0xB5,181,Certification (Smart),33,Bus 5,Central Gateway,No. 4 Global CAN Junction Connector
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0x2A,42,Tire Pressure,34,Bus 6,Central Gateway,No.1 Global CAN IBC
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0xD3,211,Acoustic Vehicle Alerting System,34,Bus 6,Central Gateway,No.1 Global CAN IBC
NA,0x004DD26A,38009bd226bd85c489e34872e8591f91bdf86cc9eb9e09f524a6aa964405074a,0xB7,183,Remote Engine Starter,35,Bus 7,Central Gateway,
NA,0x004DD241,3e926bfe91b4d93d43a5cccf5fbab75c00aacaed44b846642285624cf31b9aed,0x0C,12,ITS Connect,29,Bus 1,Central Gateway,No. 8 Global CAN Junction Connector
NA,0x004DD241,3e926bfe91b4d93d43a5cccf5fbab75c00aacaed44b846642285624cf31b9aed,0x0F,15,Front Radar,29,Bus 1,Central Gateway,No. 8 Global CAN Junction Connector
NA,0x004DD241,3e926bfe91b4d93d43a5cccf5fbab75c00aacaed44b846642285624cf31b9aed,0x41,65,Blind Spot Monitor Master,29,Bus 1,Central Gateway,No. 12 Global CAN Junction Connector
NA,0x004DD241,3e926bfe91b4d93d43a5cccf5fbab75c00aacaed44b846642285624cf31b9aed,0x67,103,Clearance Warning (Intuitive Parking Assist),29,Bus 1,Central Gateway,No. 8 Global CAN Junction Connector
NA,0x004DD241,3e926bfe91b4d93d43a5cccf5fbab75c00aacaed44b846642285624cf31b9aed,0x6D,109,Front Camera Module,29,Bus 1,Central Gateway,No. 8 Global CAN Junction Connector
NA,0x004DD241,3e926bfe91b4d93d43a5cccf5fbab75c00aacaed44b846642285624cf31b9aed,0x7B,123,Panoramic View Monitor / Circumference Monitoring Camera Control Module,29,Bus 1,Central Gateway,No. 8 Global CAN Junction Connector
NA,0x004DD241,3e926bfe91b4d93d43a5cccf5fbab75c00aacaed44b846642285624cf31b9aed,0x07,7,Stop and Go/Start,30,Bus 2,Central Gateway,No. 6 Global CAN Junction Connector
NA,0x004DD241,3e926bfe91b4d93d43a5cccf5fbab75c00aacaed44b846642285624cf31b9aed,0x13,19,ECM (Engine),30,Bus 2,Central Gateway,No. 6 Global CAN Junction Connector
NA,0x004DD241,3e926bfe91b4d93d43a5cccf5fbab75c00aacaed44b846642285624cf31b9aed,0x19,25,TCM,30,Bus 2,Central Gateway,No. 6 Global CAN Junction Connector
NA,0x004DD241,3e926bfe91b4d93d43a5cccf5fbab75c00aacaed44b846642285624cf31b9aed,0x61,97,Display and Navigation (AVN),31,Bus 3,Central Gateway,No. 6 Global CAN Junction Connector
NA,0x004DD241,3e926bfe91b4d93d43a5cccf5fbab75c00aacaed44b846642285624cf31b9aed,0x62,98,Combination Meter,31,Bus 3,Central Gateway,No. 6 Global CAN Junction Connector
NA,0x004DD241,3e926bfe91b4d93d43a5cccf5fbab75c00aacaed44b846642285624cf31b9aed,0x69,105,Head Up Display,31,Bus 3,Central Gateway,No. 6 Global CAN Junction Connector
NA,0x004DD241,3e926bfe91b4d93d43a5cccf5fbab75c00aacaed44b846642285624cf31b9aed,0x6B,107,Digital Rear-View Mirror,31,Bus 3,Central Gateway,No. 15 Global CAN Junction Connector
NA,0x004DD241,3e926bfe91b4d93d43a5cccf5fbab75c00aacaed44b846642285624cf31b9aed,0xAE,174,Active Noise Control,31,Bus 3,Central Gateway,No. 6 Global CAN Junction Connector
NA,0x004DD241,3e926bfe91b4d93d43a5cccf5fbab75c00aacaed44b846642285624cf31b9aed,0xC6,198,DCM2,31,Bus 3,Central Gateway,No. 15 Global CAN Junction Connector
