entry_addr,function_bytes,caller_count,callee_count,indirect_reference_count,ram_ref_count,ram_read_ref_count,ram_write_ref_count,mmio_ref_count,codeflash_data_ref_count,string_ref_count,root_kind,review_state,score_size_norm,score_callers_norm,score_callees_norm,score_indirect_norm,score_ram_norm,score_ram_rw_density_norm,score_mmio_norm,score_codeflash_data_norm,score_strings_norm,score_unreviewed_norm,final_score,rank,scalar_top_n,strata,selected_for_sweep,selection_date,review_date,review_result
0x0003eccc,84,0,0,1,8,8,0,0,0,0,,unreviewed,0.469397,0.000000,0.000000,0.117002,0.273780,0.251990,0.000000,0.000000,0.000000,1.000000,0.219440,1711,false,,false,,,
0x0003ed20,16,0,1,1,0,0,0,0,0,0,,unreviewed,0.299349,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.132078,5250,false,,false,,,
0x0003ed30,20,0,1,1,0,0,0,0,0,0,,unreviewed,0.321675,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.136097,5125,false,,false,,,
0x0003ed44,18,1,0,0,1,1,0,0,0,0,,unreviewed,0.311100,0.155611,0.000000,0.000000,0.086368,0.149765,0.000000,0.000000,0.000000,1.000000,0.151623,4552,false,,false,,,
0x0003ed56,16,1,1,0,1,0,0,0,0,0,,unreviewed,0.299349,0.155611,0.118154,0.000000,0.086368,0.000000,0.000000,0.000000,0.000000,1.000000,0.143351,4854,false,,false,,,
0x0003ed66,26,1,1,0,4,0,3,0,0,0,,unreviewed,0.348228,0.155611,0.118154,0.000000,0.200540,0.302480,0.000000,0.000000,0.000000,1.000000,0.204431,2273,false,,false,,,
0x0003ed80,40,1,0,0,2,2,2,0,1,0,,unreviewed,0.392365,0.155611,0.000000,0.000000,0.136890,0.264007,0.000000,0.164272,0.000000,1.000000,0.196889,2548,false,,false,,,
0x0003eda8,148,2,8,0,3,3,0,0,4,0,,unreviewed,0.528702,0.246638,0.374540,0.000000,0.172736,0.055587,0.000000,0.381428,0.000000,1.000000,0.261023,509,false,,false,,,
0x0003ee3c,112,0,0,1,10,10,1,0,1,0,,unreviewed,0.499481,0.000000,0.000000,0.117002,0.298784,0.259507,0.000000,0.164272,0.000000,1.000000,0.239114,1063,false,,false,,,
0x0003eeac,16,0,1,1,0,0,0,0,0,0,,unreviewed,0.299349,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.132078,5251,false,,false,,,
0x0003eebc,20,0,1,1,0,0,0,0,0,0,,unreviewed,0.321675,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.136097,5126,false,,false,,,
0x0003eed0,18,1,0,0,1,1,0,0,0,0,,unreviewed,0.311100,0.155611,0.000000,0.000000,0.086368,0.149765,0.000000,0.000000,0.000000,1.000000,0.151623,4553,false,,false,,,
0x0003eee2,16,1,1,0,1,0,0,0,0,0,,unreviewed,0.299349,0.155611,0.118154,0.000000,0.086368,0.000000,0.000000,0.000000,0.000000,1.000000,0.143351,4855,false,,false,,,
0x0003eef2,26,1,1,0,4,0,3,0,0,0,,unreviewed,0.348228,0.155611,0.118154,0.000000,0.200540,0.302480,0.000000,0.000000,0.000000,1.000000,0.204431,2274,false,,false,,,
0x0003ef0c,40,1,0,0,2,2,2,0,1,0,,unreviewed,0.392365,0.155611,0.000000,0.000000,0.136890,0.264007,0.000000,0.164272,0.000000,1.000000,0.196889,2549,false,,false,,,
0x0003ef34,148,2,8,0,3,3,0,0,4,0,,unreviewed,0.528702,0.246638,0.374540,0.000000,0.172736,0.055587,0.000000,0.381428,0.000000,1.000000,0.261023,510,false,,false,,,
0x0003efc8,112,0,0,1,10,10,1,0,1,0,,unreviewed,0.499481,0.000000,0.000000,0.117002,0.298784,0.259507,0.000000,0.164272,0.000000,1.000000,0.239114,1064,false,,false,,,
0x0003f038,16,0,1,1,0,0,0,0,0,0,,unreviewed,0.299349,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.132078,5252,false,,false,,,
0x0003f048,20,0,1,1,0,0,0,0,0,0,,unreviewed,0.321675,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.136097,5127,false,,false,,,
0x0003f05c,18,1,0,0,1,1,0,0,0,0,,unreviewed,0.311100,0.155611,0.000000,0.000000,0.086368,0.149765,0.000000,0.000000,0.000000,1.000000,0.151623,4554,false,,false,,,
0x0003f06e,16,1,1,0,1,0,0,0,0,0,,unreviewed,0.299349,0.155611,0.118154,0.000000,0.086368,0.000000,0.000000,0.000000,0.000000,1.000000,0.143351,4856,false,,false,,,
0x0003f07e,28,1,1,0,5,0,4,0,0,0,,unreviewed,0.355778,0.155611,0.118154,0.000000,0.223258,0.369879,0.000000,0.000000,0.000000,1.000000,0.217058,1804,false,,false,,,
0x0003f09a,44,1,1,0,1,1,1,0,1,0,,unreviewed,0.402200,0.155611,0.118154,0.000000,0.086368,0.123131,0.000000,0.164272,0.000000,1.000000,0.186496,2986,false,,false,,,
0x0003f0c6,30,1,0,0,1,1,1,0,1,0,,unreviewed,0.362825,0.155611,0.000000,0.000000,0.086368,0.178770,0.000000,0.164272,0.000000,1.000000,0.174270,3542,false,,false,,,
0x0003f0e4,60,1,2,0,2,2,2,0,0,0,,unreviewed,0.434342,0.155611,0.187270,0.000000,0.136890,0.178770,0.000000,0.000000,0.000000,1.000000,0.203087,2332,false,,false,,,
0x0003f120,128,2,8,0,2,2,0,0,3,0,,unreviewed,0.513473,0.246638,0.374540,0.000000,0.136890,0.042946,0.000000,0.328544,0.000000,1.000000,0.248574,779,false,,false,,,
0x0003f1a0,114,0,0,1,9,9,0,0,3,0,,unreviewed,0.501335,0.000000,0.000000,0.117002,0.286908,0.210479,0.000000,0.328544,0.000000,1.000000,0.241758,968,false,,false,,,
0x0003f212,16,0,1,1,0,0,0,0,0,0,,unreviewed,0.299349,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.132078,5253,false,,false,,,
0x0003f222,20,0,1,1,0,0,0,0,0,0,,unreviewed,0.321675,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.136097,5128,false,,false,,,
0x0003f236,18,1,0,0,1,1,0,0,0,0,,unreviewed,0.311100,0.155611,0.000000,0.000000,0.086368,0.149765,0.000000,0.000000,0.000000,1.000000,0.151623,4555,false,,false,,,
0x0003f248,16,1,1,0,1,0,0,0,0,0,,unreviewed,0.299349,0.155611,0.118154,0.000000,0.086368,0.000000,0.000000,0.000000,0.000000,1.000000,0.143351,4857,false,,false,,,
0x0003f258,28,1,1,0,5,0,4,0,0,0,,unreviewed,0.355778,0.155611,0.118154,0.000000,0.223258,0.369879,0.000000,0.000000,0.000000,1.000000,0.217058,1805,false,,false,,,
0x0003f274,44,1,1,0,1,1,1,0,1,0,,unreviewed,0.402200,0.155611,0.118154,0.000000,0.086368,0.123131,0.000000,0.164272,0.000000,1.000000,0.186496,2987,false,,false,,,
0x0003f2a0,30,1,0,0,1,1,1,0,1,0,,unreviewed,0.362825,0.155611,0.000000,0.000000,0.086368,0.178770,0.000000,0.164272,0.000000,1.000000,0.174270,3543,false,,false,,,
0x0003f2be,60,1,2,0,2,2,2,0,0,0,,unreviewed,0.434342,0.155611,0.187270,0.000000,0.136890,0.178770,0.000000,0.000000,0.000000,1.000000,0.203087,2333,false,,false,,,
0x0003f2fa,128,2,8,0,2,2,0,0,3,0,,unreviewed,0.513473,0.246638,0.374540,0.000000,0.136890,0.042946,0.000000,0.328544,0.000000,1.000000,0.248574,780,false,,false,,,
0x0003f37a,114,0,0,1,9,9,0,0,3,0,,unreviewed,0.501335,0.000000,0.000000,0.117002,0.286908,0.210479,0.000000,0.328544,0.000000,1.000000,0.241758,969,false,,false,,,
0x0003f3ec,16,0,1,1,0,0,0,0,0,0,,unreviewed,0.299349,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.132078,5254,false,,false,,,
0x0003f3fc,20,0,1,1,0,0,0,0,0,0,,unreviewed,0.321675,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.136097,5129,false,,false,,,
0x0003f410,18,1,0,0,1,1,0,0,0,0,,unreviewed,0.311100,0.155611,0.000000,0.000000,0.086368,0.149765,0.000000,0.000000,0.000000,1.000000,0.151623,4556,false,,false,,,
0x0003f422,16,1,1,0,1,0,0,0,0,0,,unreviewed,0.299349,0.155611,0.118154,0.000000,0.086368,0.000000,0.000000,0.000000,0.000000,1.000000,0.143351,4858,false,,false,,,
0x0003f432,16,1,1,0,1,0,0,0,0,0,,unreviewed,0.299349,0.155611,0.118154,0.000000,0.086368,0.000000,0.000000,0.000000,0.000000,1.000000,0.143351,4859,false,,false,,,
0x0003f442,108,2,6,0,2,2,0,0,3,0,,unreviewed,0.495673,0.246638,0.331700,0.000000,0.136890,0.050827,0.000000,0.328544,0.000000,1.000000,0.242032,960,false,,false,,,
0x0003f4ae,120,0,0,1,9,9,0,0,3,0,,unreviewed,0.506708,0.000000,0.000000,0.117002,0.286908,0.200327,0.000000,0.328544,0.000000,1.000000,0.241507,980,false,,false,,,
0x0003f526,16,0,1,1,0,0,0,0,0,0,,unreviewed,0.299349,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.132078,5255,false,,false,,,
0x0003f536,20,0,1,1,0,0,0,0,0,0,,unreviewed,0.321675,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.136097,5130,false,,false,,,
0x0003f54a,18,1,0,0,1,1,0,0,0,0,,unreviewed,0.311100,0.155611,0.000000,0.000000,0.086368,0.149765,0.000000,0.000000,0.000000,1.000000,0.151623,4557,false,,false,,,
0x0003f55c,16,1,1,0,1,0,0,0,0,0,,unreviewed,0.299349,0.155611,0.118154,0.000000,0.086368,0.000000,0.000000,0.000000,0.000000,1.000000,0.143351,4860,false,,false,,,
0x0003f56c,16,1,1,0,1,0,0,0,0,0,,unreviewed,0.299349,0.155611,0.118154,0.000000,0.086368,0.000000,0.000000,0.000000,0.000000,1.000000,0.143351,4861,false,,false,,,
0x0003f57c,108,2,6,0,2,2,0,0,3,0,,unreviewed,0.495673,0.246638,0.331700,0.000000,0.136890,0.050827,0.000000,0.328544,0.000000,1.000000,0.242032,961,false,,false,,,
0x0003f5e8,120,0,0,1,9,9,0,0,3,0,,unreviewed,0.506708,0.000000,0.000000,0.117002,0.286908,0.200327,0.000000,0.328544,0.000000,1.000000,0.241507,981,false,,false,,,
0x0003f660,16,0,1,1,0,0,0,0,0,0,,unreviewed,0.299349,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.132078,5256,false,,false,,,
0x0003f670,20,0,1,1,0,0,0,0,0,0,,unreviewed,0.321675,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.136097,5131,false,,false,,,
0x0003f684,18,1,0,0,1,1,0,0,0,0,,unreviewed,0.311100,0.155611,0.000000,0.000000,0.086368,0.149765,0.000000,0.000000,0.000000,1.000000,0.151623,4558,false,,false,,,
0x0003f696,16,1,1,0,1,0,0,0,0,0,,unreviewed,0.299349,0.155611,0.118154,0.000000,0.086368,0.000000,0.000000,0.000000,0.000000,1.000000,0.143351,4862,false,,false,,,
0x0003f6a6,28,1,1,0,5,0,4,0,0,0,,unreviewed,0.355778,0.155611,0.118154,0.000000,0.223258,0.369879,0.000000,0.000000,0.000000,1.000000,0.217058,1806,false,,false,,,
0x0003f6c2,74,1,0,0,5,5,2,0,2,0,,unreviewed,0.456173,0.155611,0.000000,0.000000,0.223258,0.250362,0.000000,0.260365,0.000000,1.000000,0.224594,1569,false,,false,,,
0x0003f70c,40,1,0,0,2,2,2,0,1,0,,unreviewed,0.392365,0.155611,0.000000,0.000000,0.136890,0.264007,0.000000,0.164272,0.000000,1.000000,0.196889,2550,false,,false,,,
0x0003f734,150,2,9,0,2,2,0,0,3,0,,unreviewed,0.530110,0.246638,0.392499,0.000000,0.136890,0.036689,0.000000,0.328544,0.000000,1.000000,0.252614,681,false,,false,,,
0x0003f7ca,118,0,0,1,9,9,0,0,3,0,,unreviewed,0.504947,0.000000,0.000000,0.117002,0.286908,0.203600,0.000000,0.328544,0.000000,1.000000,0.241583,976,false,,false,,,
0x0003f840,16,0,1,1,0,0,0,0,0,0,,unreviewed,0.299349,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.132078,5257,false,,false,,,
0x0003f850,20,0,1,1,0,0,0,0,0,0,,unreviewed,0.321675,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.136097,5132,false,,false,,,
0x0003f864,18,1,0,0,1,1,0,0,0,0,,unreviewed,0.311100,0.155611,0.000000,0.000000,0.086368,0.149765,0.000000,0.000000,0.000000,1.000000,0.151623,4559,false,,false,,,
0x0003f876,16,1,1,0,1,0,0,0,0,0,,unreviewed,0.299349,0.155611,0.118154,0.000000,0.086368,0.000000,0.000000,0.000000,0.000000,1.000000,0.143351,4863,false,,false,,,
0x0003f886,28,1,1,0,5,0,4,0,0,0,,unreviewed,0.355778,0.155611,0.118154,0.000000,0.223258,0.369879,0.000000,0.000000,0.000000,1.000000,0.217058,1807,false,,false,,,
0x0003f8a2,74,1,0,0,5,5,2,0,2,0,,unreviewed,0.456173,0.155611,0.000000,0.000000,0.223258,0.250362,0.000000,0.260365,0.000000,1.000000,0.224594,1570,false,,false,,,
0x0003f8ec,40,1,0,0,2,2,2,0,1,0,,unreviewed,0.392365,0.155611,0.000000,0.000000,0.136890,0.264007,0.000000,0.164272,0.000000,1.000000,0.196889,2551,false,,false,,,
0x0003f914,150,2,9,0,2,2,0,0,3,0,,unreviewed,0.530110,0.246638,0.392499,0.000000,0.136890,0.036689,0.000000,0.328544,0.000000,1.000000,0.252614,682,false,,false,,,
0x0003f9aa,118,0,0,1,9,9,0,0,3,0,,unreviewed,0.504947,0.000000,0.000000,0.117002,0.286908,0.203600,0.000000,0.328544,0.000000,1.000000,0.241583,977,false,,false,,,
0x0003fa20,16,0,1,1,0,0,0,0,0,0,,unreviewed,0.299349,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.132078,5258,false,,false,,,
0x0003fa30,20,0,1,1,0,0,0,0,0,0,,unreviewed,0.321675,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.136097,5133,false,,false,,,
0x0003fa44,18,1,0,0,1,1,0,0,0,0,,unreviewed,0.311100,0.155611,0.000000,0.000000,0.086368,0.149765,0.000000,0.000000,0.000000,1.000000,0.151623,4560,false,,false,,,
0x0003fa56,16,1,1,0,1,0,0,0,0,0,,unreviewed,0.299349,0.155611,0.118154,0.000000,0.086368,0.000000,0.000000,0.000000,0.000000,1.000000,0.143351,4864,false,,false,,,
0x0003fa66,34,1,1,0,8,0,7,0,0,0,,unreviewed,0.375647,0.155611,0.118154,0.000000,0.273780,0.518572,0.000000,0.000000,0.000000,1.000000,0.245551,849,false,,false,,,
0x0003fa88,122,1,1,0,4,4,3,0,3,0,,unreviewed,0.508441,0.155611,0.118154,0.000000,0.200540,0.154541,0.000000,0.328544,0.000000,1.000000,0.235229,1185,false,,false,,,
0x0003fb02,30,1,0,0,1,1,1,0,1,0,,unreviewed,0.362825,0.155611,0.000000,0.000000,0.086368,0.178770,0.000000,0.164272,0.000000,1.000000,0.174270,3544,false,,false,,,
0x0003fb20,90,1,2,0,3,3,3,0,1,0,,unreviewed,0.476604,0.155611,0.187270,0.000000,0.172736,0.178770,0.000000,0.164272,0.000000,1.000000,0.225569,1534,false,,false,,,
0x0003fb7a,128,2,8,0,2,2,0,0,3,0,,unreviewed,0.513473,0.246638,0.374540,0.000000,0.136890,0.042946,0.000000,0.328544,0.000000,1.000000,0.248574,781,false,,false,,,
0x0003fbfa,98,0,0,1,8,8,0,0,0,0,,unreviewed,0.485506,0.000000,0.000000,0.117002,0.273780,0.217365,0.000000,0.000000,0.000000,1.000000,0.218184,1760,false,,false,,,
0x0003fc5c,16,0,1,1,0,0,0,0,0,0,,unreviewed,0.299349,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.132078,5259,false,,false,,,
0x0003fc6c,20,0,1,1,0,0,0,0,0,0,,unreviewed,0.321675,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.136097,5134,false,,false,,,
0x0003fc80,18,1,0,0,1,1,0,0,0,0,,unreviewed,0.311100,0.155611,0.000000,0.000000,0.086368,0.149765,0.000000,0.000000,0.000000,1.000000,0.151623,4561,false,,false,,,
0x0003fc92,16,1,1,0,1,0,0,0,0,0,,unreviewed,0.299349,0.155611,0.118154,0.000000,0.086368,0.000000,0.000000,0.000000,0.000000,1.000000,0.143351,4865,false,,false,,,
0x0003fca2,34,1,1,0,8,0,7,0,0,0,,unreviewed,0.375647,0.155611,0.118154,0.000000,0.273780,0.518572,0.000000,0.000000,0.000000,1.000000,0.245551,850,false,,false,,,
0x0003fcc4,122,1,1,0,4,4,3,0,4,0,,unreviewed,0.508441,0.155611,0.118154,0.000000,0.200540,0.154541,0.000000,0.381428,0.000000,1.000000,0.238402,1083,false,,false,,,
0x0003fd3e,30,1,0,0,1,1,1,0,1,0,,unreviewed,0.362825,0.155611,0.000000,0.000000,0.086368,0.178770,0.000000,0.164272,0.000000,1.000000,0.174270,3545,false,,false,,,
0x0003fd5c,90,1,2,0,3,3,3,0,1,0,,unreviewed,0.476604,0.155611,0.187270,0.000000,0.172736,0.178770,0.000000,0.164272,0.000000,1.000000,0.225569,1535,false,,false,,,
0x0003fdb6,128,2,8,0,2,2,0,0,3,0,,unreviewed,0.513473,0.246638,0.374540,0.000000,0.136890,0.042946,0.000000,0.328544,0.000000,1.000000,0.248574,782,false,,false,,,
0x0003fe36,102,0,0,1,8,8,0,0,0,0,,unreviewed,0.489691,0.000000,0.000000,0.117002,0.273780,0.209154,0.000000,0.000000,0.000000,1.000000,0.217952,1773,false,,false,,,
0x0003fe9c,16,0,1,1,0,0,0,0,0,0,,unreviewed,0.299349,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.132078,5260,false,,false,,,
0x0003feac,20,0,1,1,0,0,0,0,0,0,,unreviewed,0.321675,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.136097,5135,false,,false,,,
0x0003fec0,18,1,0,0,1,1,0,0,0,0,,unreviewed,0.311100,0.155611,0.000000,0.000000,0.086368,0.149765,0.000000,0.000000,0.000000,1.000000,0.151623,4562,false,,false,,,
0x0003fed2,16,1,1,0,1,0,0,0,0,0,,unreviewed,0.299349,0.155611,0.118154,0.000000,0.086368,0.000000,0.000000,0.000000,0.000000,1.000000,0.143351,4866,false,,false,,,
0x0003fee2,24,1,1,0,3,0,2,0,0,0,,unreviewed,0.340097,0.155611,0.118154,0.000000,0.172736,0.221717,0.000000,0.000000,0.000000,1.000000,0.189383,2863,false,,false,,,
0x0003fefa,40,1,0,0,2,2,2,0,1,0,,unreviewed,0.392365,0.155611,0.000000,0.000000,0.136890,0.264007,0.000000,0.164272,0.000000,1.000000,0.196889,2552,false,,false,,,
0x0003ff22,128,2,8,0,2,2,0,0,3,0,,unreviewed,0.513473,0.246638,0.374540,0.000000,0.136890,0.042946,0.000000,0.328544,0.000000,1.000000,0.248574,783,false,,false,,,
0x0003ffa2,108,0,0,1,9,9,0,0,3,0,,unreviewed,0.495673,0.000000,0.000000,0.117002,0.286908,0.221717,0.000000,0.328544,0.000000,1.000000,0.242087,955,false,,false,,,
0x00040014,16,0,1,1,0,0,0,0,0,0,,unreviewed,0.299349,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.132078,5261,false,,false,,,
0x00040024,20,0,1,1,0,0,0,0,0,0,,unreviewed,0.321675,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.136097,5136,false,,false,,,
0x00040038,18,1,0,0,1,1,0,0,0,0,,unreviewed,0.311100,0.155611,0.000000,0.000000,0.086368,0.149765,0.000000,0.000000,0.000000,1.000000,0.151623,4563,false,,false,,,
0x0004004a,16,1,1,0,1,0,0,0,0,0,,unreviewed,0.299349,0.155611,0.118154,0.000000,0.086368,0.000000,0.000000,0.000000,0.000000,1.000000,0.143351,4867,false,,false,,,
0x0004005a,24,1,1,0,3,0,2,0,0,0,,unreviewed,0.340097,0.155611,0.118154,0.000000,0.172736,0.221717,0.000000,0.000000,0.000000,1.000000,0.189383,2864,false,,false,,,
0x00040072,40,1,0,0,2,2,2,0,1,0,,unreviewed,0.392365,0.155611,0.000000,0.000000,0.136890,0.264007,0.000000,0.164272,0.000000,1.000000,0.196889,2553,false,,false,,,
0x0004009a,128,2,8,0,2,2,0,0,3,0,,unreviewed,0.513473,0.246638,0.374540,0.000000,0.136890,0.042946,0.000000,0.328544,0.000000,1.000000,0.248574,784,false,,false,,,
0x0004011a,114,0,0,1,9,9,0,0,3,0,,unreviewed,0.501335,0.000000,0.000000,0.117002,0.286908,0.210479,0.000000,0.328544,0.000000,1.000000,0.241758,970,false,,false,,,
0x0004018c,16,0,1,1,0,0,0,0,0,0,,unreviewed,0.299349,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.132078,5262,false,,false,,,
0x0004019c,20,0,1,1,0,0,0,0,0,0,,unreviewed,0.321675,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.136097,5137,false,,false,,,
0x000401b0,18,1,0,0,1,1,0,0,0,0,,unreviewed,0.311100,0.155611,0.000000,0.000000,0.086368,0.149765,0.000000,0.000000,0.000000,1.000000,0.151623,4564,false,,false,,,
0x000401c2,16,1,1,0,1,0,0,0,0,0,,unreviewed,0.299349,0.155611,0.118154,0.000000,0.086368,0.000000,0.000000,0.000000,0.000000,1.000000,0.143351,4868,false,,false,,,
0x000401d2,32,1,1,0,7,0,6,0,0,0,,unreviewed,0.369430,0.155611,0.118154,0.000000,0.259104,0.476022,0.000000,0.000000,0.000000,1.000000,0.237271,1127,false,,false,,,
0x000401f2,54,1,1,0,2,2,1,0,1,0,,unreviewed,0.423403,0.155611,0.118154,0.000000,0.136890,0.149765,0.000000,0.164272,0.000000,1.000000,0.200582,2412,false,,false,,,
0x00040228,54,1,1,0,2,2,1,0,1,0,,unreviewed,0.423403,0.155611,0.118154,0.000000,0.136890,0.149765,0.000000,0.164272,0.000000,1.000000,0.200582,2413,false,,false,,,
0x0004025e,30,1,0,0,1,1,1,0,1,0,,unreviewed,0.362825,0.155611,0.000000,0.000000,0.086368,0.178770,0.000000,0.164272,0.000000,1.000000,0.174270,3546,false,,false,,,
0x0004027c,32,1,0,0,1,1,1,0,1,0,,unreviewed,0.369430,0.155611,0.000000,0.000000,0.086368,0.167929,0.000000,0.164272,0.000000,1.000000,0.174158,3551,false,,false,,,
0x0004029c,86,1,4,0,2,2,2,0,0,0,,unreviewed,0.471854,0.155611,0.274345,0.000000,0.136890,0.125930,0.000000,0.000000,0.000000,1.000000,0.212206,2006,false,,false,,,
0x000402f2,128,2,8,0,2,2,0,0,3,0,,unreviewed,0.513473,0.246638,0.374540,0.000000,0.136890,0.042946,0.000000,0.328544,0.000000,1.000000,0.248574,785,false,,false,,,
0x00040372,180,0,0,1,9,9,0,0,8,0,,unreviewed,0.549257,0.000000,0.000000,0.117002,0.286908,0.135148,0.000000,0.520730,0.000000,1.000000,0.252875,679,false,,false,,,
0x00040426,16,0,1,1,0,0,0,0,0,0,,unreviewed,0.299349,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.132078,5263,false,,false,,,
0x00040436,20,0,1,1,0,0,0,0,0,0,,unreviewed,0.321675,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.136097,5138,false,,false,,,
0x0004044a,18,1,0,0,1,1,0,0,0,0,,unreviewed,0.311100,0.155611,0.000000,0.000000,0.086368,0.149765,0.000000,0.000000,0.000000,1.000000,0.151623,4565,false,,false,,,
0x0004045c,16,1,1,0,1,0,0,0,0,0,,unreviewed,0.299349,0.155611,0.118154,0.000000,0.086368,0.000000,0.000000,0.000000,0.000000,1.000000,0.143351,4869,false,,false,,,
0x0004046c,32,1,1,0,7,0,6,0,0,0,,unreviewed,0.369430,0.155611,0.118154,0.000000,0.259104,0.476022,0.000000,0.000000,0.000000,1.000000,0.237271,1128,false,,false,,,
0x0004048c,54,1,1,0,2,2,1,0,2,0,,unreviewed,0.423403,0.155611,0.118154,0.000000,0.136890,0.149765,0.000000,0.260365,0.000000,1.000000,0.206347,2205,false,,false,,,
0x000404c2,54,1,1,0,2,2,1,0,2,0,,unreviewed,0.423403,0.155611,0.118154,0.000000,0.136890,0.149765,0.000000,0.260365,0.000000,1.000000,0.206347,2206,false,,false,,,
0x000404f8,30,1,0,0,1,1,1,0,1,0,,unreviewed,0.362825,0.155611,0.000000,0.000000,0.086368,0.178770,0.000000,0.164272,0.000000,1.000000,0.174270,3547,false,,false,,,
0x00040516,32,1,0,0,1,1,1,0,1,0,,unreviewed,0.369430,0.155611,0.000000,0.000000,0.086368,0.167929,0.000000,0.164272,0.000000,1.000000,0.174158,3552,false,,false,,,
0x00040536,86,1,4,0,2,2,2,0,0,0,,unreviewed,0.471854,0.155611,0.274345,0.000000,0.136890,0.125930,0.000000,0.000000,0.000000,1.000000,0.212206,2007,false,,false,,,
0x0004058c,128,2,8,0,2,2,0,0,3,0,,unreviewed,0.513473,0.246638,0.374540,0.000000,0.136890,0.042946,0.000000,0.328544,0.000000,1.000000,0.248574,786,false,,false,,,
0x0004060c,184,0,0,1,9,9,0,0,8,0,,reviewed_unknown,0.551567,0.000000,0.000000,0.117002,0.286908,0.132279,0.000000,0.520730,0.000000,1.000000,0.252947,677,false,zero-caller,true,2026-08-11,2026-08-14,Selected replacement zero-caller deadline-monitor callback after XCP WRITE_DAQ promotion; decompiled successfully; table ownership is verified but exact callback threshold semantics are not independently established
0x000406c4,16,0,1,1,0,0,0,0,0,0,,unreviewed,0.299349,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.132078,5264,false,,false,,,
0x000406d4,20,0,1,1,0,0,0,0,0,0,,unreviewed,0.321675,0.000000,0.118154,0.117002,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.136097,5139,false,,false,,,
0x000406e8,18,1,0,0,1,1,0,0,0,0,,unreviewed,0.311100,0.155611,0.000000,0.000000,0.086368,0.149765,0.000000,0.000000,0.000000,1.000000,0.151623,4566,false,,false,,,
0x000406fa,42,1,1,0,6,0,3,0,0,0,,unreviewed,0.397397,0.155611,0.118154,0.000000,0.242465,0.191109,0.000000,0.000000,0.000000,1.000000,0.205786,2230,false,,false,,,
0x00040724,36,1,1,0,4,0,1,0,0,0,,unreviewed,0.381518,0.155611,0.118154,0.000000,0.200540,0.075895,0.000000,0.000000,0.000000,1.000000,0.183233,3132,false,,false,,,
0x00040748,40,1,0,0,2,2,2,0,1,0,,unreviewed,0.392365,0.155611,0.000000,0.000000,0.136890,0.264007,0.000000,0.164272,0.000000,1.000000,0.196889,2554,false,,false,,,
0x00040770,296,2,8,0,10,7,3,0,3,0,,unreviewed,0.601582,0.246638,0.374540,0.000000,0.298784,0.092034,0.000000,0.328544,0.000000,1.000000,0.292989,158,false,,false,,,
