surface,selector,declared_response_bytes,producer,producer_writes_declared,criterion,evidence_grade,note
application_rdbi,0x1CFF,45,0x0004e438,False,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x1D00,32,0x0004ea16,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x1D01,45,0x0004e43c,False,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x1D02,45,0x0004e440,False,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x1D03,45,0x0004e444,False,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x1F00,32,0x0004ea2e,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x1F01,8,0x0004e448,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x1F02,8,0x0004e448,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x1F03,1,0x0004e482,False,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x1F04,1,0x0004e486,False,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x2000,32,0x0004ea46,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x2001,1,0x0004e48a,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x2002,1,0x0004e4aa,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x2003,1,0x0004e4d2,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x2004,1,0x0004e50c,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x2005,1,0x0004e546,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x2006,1,0x0004e57c,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x2007,1,0x0004e5b2,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x2008,1,0x0004e5e8,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x2009,1,0x0004e61e,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x200A,3,0x0004e654,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x200B,4,0x0004e6d4,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x200C,1,0x0004e774,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x200D,1,0x0004e7ae,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x200E,1,0x0004e7e4,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x200F,1,0x0004e81e,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x2010,1,0x0004e858,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x2012,1,0x0004e8a2,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x2013,2,0x0004e8b6,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x2014,1,0x0004e8ca,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x2030,16,0x0004e8dc,False,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x2031,16,0x0004e8dc,False,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0x2032,17,0x0004e8e0,False,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0xF100,32,0x0004ea5e,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0xF181,17,0x0004e8e4,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0xF186,1,0x0004e90a,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_rdbi,0xF18C,20,0x0004e918,True,"producer is four-byte success stub (mov 0,r10; jmp lp)",verified (matches DIAG stale-response census),
application_routine_control_pack,0x1000/type1_result,1,0x95966 descriptors @ 0x0002679c,True,pointer-copyx1,recovered (packer descriptor census; kind-6 assigns and kind-7 routine-owned lengths are written by construction),
application_routine_control_pack,0x1000/type3_request_result,1,0x95966 descriptors @ 0x000266b8,True,assign-bytex1,recovered (packer descriptor census; kind-6 assigns and kind-7 routine-owned lengths are written by construction),
application_routine_control_pack,0x1001/type1_result,1,0x95966 descriptors @ 0x000267a8,True,pointer-copyx1,recovered (packer descriptor census; kind-6 assigns and kind-7 routine-owned lengths are written by construction),
application_routine_control_pack,0x1001/type3_request_result,1,0x95966 descriptors @ 0x000266c4,True,assign-bytex1,recovered (packer descriptor census; kind-6 assigns and kind-7 routine-owned lengths are written by construction),
application_routine_control_pack,0x1002/type3_request_result,1,0x95966 descriptors @ 0x000266d0,True,assign-bytex1,recovered (packer descriptor census; kind-6 assigns and kind-7 routine-owned lengths are written by construction),
application_routine_control_pack,0x1004/type3_request_result,1,0x95966 descriptors @ 0x000266dc,True,assign-bytex1,recovered (packer descriptor census; kind-6 assigns and kind-7 routine-owned lengths are written by construction),
application_routine_control_pack,0x1007/type3_request_result,1,0x95966 descriptors @ 0x000266e8,True,assign-bytex1,recovered (packer descriptor census; kind-6 assigns and kind-7 routine-owned lengths are written by construction),
application_routine_control_pack,0x1008/type3_request_result,1,0x95966 descriptors @ 0x000266f4,True,assign-bytex1,recovered (packer descriptor census; kind-6 assigns and kind-7 routine-owned lengths are written by construction),
application_routine_control_pack,0x1009/type3_request_result,1,0x95966 descriptors @ 0x00026700,True,assign-bytex1,recovered (packer descriptor census; kind-6 assigns and kind-7 routine-owned lengths are written by construction),
application_routine_control_pack,0x1010/type1_result,1,0x95966 descriptors @ 0x000267b4,True,pointer-copyx1,recovered (packer descriptor census; kind-6 assigns and kind-7 routine-owned lengths are written by construction),
application_routine_control_pack,0x1010/type3_request_result,1,0x95966 descriptors @ 0x0002670c,True,pointer-copyx1,recovered (packer descriptor census; kind-6 assigns and kind-7 routine-owned lengths are written by construction),
application_routine_control_pack,0x1100/type1_result,1,0x95966 descriptors @ 0x000267c0,True,pointer-copyx1,recovered (packer descriptor census; kind-6 assigns and kind-7 routine-owned lengths are written by construction),
application_routine_control_pack,0x1100/type3_request_result,1,0x95966 descriptors @ 0x00026718,True,assign-bytex1,recovered (packer descriptor census; kind-6 assigns and kind-7 routine-owned lengths are written by construction),
application_routine_control_pack,0x1103/type3_request_result,1,0x95966 descriptors @ 0x00026724,True,assign-bytex1,recovered (packer descriptor census; kind-6 assigns and kind-7 routine-owned lengths are written by construction),
application_routine_control_pack,0x1106/type3_request_result,1,0x95966 descriptors @ 0x00026730,True,assign-bytex1,recovered (packer descriptor census; kind-6 assigns and kind-7 routine-owned lengths are written by construction),
application_routine_control_pack,0x1108/type3_request_result,1,0x95966 descriptors @ 0x0002673c,True,assign-bytex1,recovered (packer descriptor census; kind-6 assigns and kind-7 routine-owned lengths are written by construction),
application_routine_control_pack,0x1109/type3_request_result,1,0x95966 descriptors @ 0x00026748,True,assign-bytex1,recovered (packer descriptor census; kind-6 assigns and kind-7 routine-owned lengths are written by construction),
application_routine_control_pack,0x110a/type3_request_result,1,0x95966 descriptors @ 0x00026754,True,assign-bytex1,recovered (packer descriptor census; kind-6 assigns and kind-7 routine-owned lengths are written by construction),
application_routine_control_pack,0x110b/type3_request_result,1,0x95966 descriptors @ 0x00026760,True,assign-bytex1,recovered (packer descriptor census; kind-6 assigns and kind-7 routine-owned lengths are written by construction),
application_routine_control_pack,0x110c/type3_request_result,1,0x95966 descriptors @ 0x0002676c,True,assign-bytex1,recovered (packer descriptor census; kind-6 assigns and kind-7 routine-owned lengths are written by construction),
application_routine_control_pack,0x110d/type3_request_result,1,0x95966 descriptors @ 0x00026778,True,assign-bytex1,recovered (packer descriptor census; kind-6 assigns and kind-7 routine-owned lengths are written by construction),
application_wdbi,0x0204,28,0x4EC2A,True,result callback is a success stub while result size >0,recovered (structural census),
application_wdbi,0x2001,68,0x4EC78,True,result callback is a success stub while result size >0,recovered (structural census),
application_wdbi,0x2002,76,0x4ECD0,True,result callback is a success stub while result size >0,recovered (structural census),
application_wdbi,0x2005,54,0x4ED40,True,result callback is a success stub while result size >0,recovered (structural census),
application_wdbi,0x2006,54,0x4ED8A,True,result callback is a success stub while result size >0,recovered (structural census),
application_wdbi,0x2007,54,0x4EDD4,True,result callback is a success stub while result size >0,recovered (structural census),
application_wdbi,0x2008,54,0x4EE1E,True,result callback is a success stub while result size >0,recovered (structural census),
application_wdbi,0x2009,54,0x4EE68,True,result callback is a success stub while result size >0,recovered (structural census),
application_wdbi,0x200D,54,0x4EEBA,True,result callback is a success stub while result size >0,recovered (structural census),
application_wdbi,0x2010,70,0x4EF04,True,result callback is a success stub while result size >0,recovered (structural census),
application_wdbi,0x2012,26,0x4EF4E,True,result callback is a success stub while result size >0,recovered (structural census),
application_wdbi,0x2013,28,0x4EF90,True,result callback is a success stub while result size >0,recovered (structural census),
application_wdbi,0x2014,42,0x4EFD4,True,result callback is a success stub while result size >0,recovered (structural census),
xcp_command,0xfb,8,0x0009729a,True,handler routes through full-frame response builder 0x9724E,recovered (callback-table census),0x81FE4 clears the 8-byte Rx staging slot before copy; short-frame stale-tail closed (COM-005)
xcp_command,0xfa,8,0x000972fa,True,handler routes through full-frame response builder 0x9724E,recovered (callback-table census),0x81FE4 clears the 8-byte Rx staging slot before copy; short-frame stale-tail closed (COM-005)
xcp_command,0xf5,8,0x00097432,True,handler routes through full-frame response builder 0x9724E,recovered (callback-table census),0x81FE4 clears the 8-byte Rx staging slot before copy; short-frame stale-tail closed (COM-005)
xcp_command,0xf3,8,0x00097546,True,handler routes through full-frame response builder 0x9724E,recovered (callback-table census),0x81FE4 clears the 8-byte Rx staging slot before copy; short-frame stale-tail closed (COM-005)
xcp_command,0xeb,8,0x000975ee,True,handler routes through full-frame response builder 0x9724E,recovered (callback-table census),0x81FE4 clears the 8-byte Rx staging slot before copy; short-frame stale-tail closed (COM-005)
xcp_command,0xea,8,0x00097668,True,handler routes through full-frame response builder 0x9724E,recovered (callback-table census),0x81FE4 clears the 8-byte Rx staging slot before copy; short-frame stale-tail closed (COM-005)
xcp_command,0xe4,8,0x000976f4,True,handler routes through full-frame response builder 0x9724E,recovered (callback-table census),0x81FE4 clears the 8-byte Rx staging slot before copy; short-frame stale-tail closed (COM-005)
bootloader_rdbi,0xF181,33,0x5FB8,True,producer synthesizes every declared byte (verified DID model),verified negative,
